"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSDARG00000099104",9444.34710002761,-0.184570163814227,0.147294511105883,-1.2530688511641,0.210180650826386,0.600512581604281
"ENSDARG00000102407",171.516364930973,-0.222705885115311,0.182593942610653,-1.21967838544453,0.222586818492558,0.614403428098332
"ENSDARG00000102097",120.189515441863,-0.570412562515316,0.318348057010497,-1.79178904960776,0.0731667635719221,0.39241152506415
"ENSDARG00000099640",230.238410749702,-0.159708864075226,0.203972091001357,-0.782993709047007,0.43363080630358,0.779497483916385
"ENSDARG00000104071",202.400255323372,-0.115221403594667,0.192800100029212,-0.597621077879161,0.55009279678463,0.838692439256226
"ENSDARG00000102746",439.362532840624,-0.20193328294014,0.125400640623628,-1.61030503461472,0.107331280682522,0.459465422505677
"ENSDARG00000103929",462.443240676759,0.00246237705195691,0.1557452638845,0.015810285273156,0.987385743001561,0.996669672520568
"ENSDARG00000101073",36.4281511190498,-0.518230967637505,0.296422952489479,-1.74828218693996,0.0804151761782305,0.406836022324313
"ENSDARG00000100223",1338.33094993555,-0.0422490361136603,0.105809707635748,-0.399292626902471,0.689677599232111,0.902684973030473
"ENSDARG00000100782",80.9157146752167,-0.359755005391308,0.23086993453361,-1.55825835927084,0.119172015719313,0.47736023550827
"ENSDARG00000034862",137.668551843673,-0.28006959678163,0.204238358051782,-1.371287937551,0.170285214440933,0.554950439436039
"ENSDARG00000075827",107.000891174869,0.0695345531068331,0.234510201569833,0.296509715318833,0.766840848628722,0.930876115215655
"ENSDARG00000088581",1244.69100124201,-0.0421478244175684,0.128177270926198,-0.328824479667978,0.742288358970608,0.921610442726328
"ENSDARG00000076900",53.7900938795746,-0.526976556513247,0.289956335932474,-1.81743418304186,0.069150657624007,0.383630703402778
"ENSDARG00000013802",261.384436912101,-0.190196668683832,0.126329756819929,-1.50555715036275,0.132180895385453,0.498078749946544
"ENSDARG00000096578",546.480362709271,-0.0740862089207714,0.106284140387283,-0.69705798674019,0.485766505402846,0.807185235352267
"ENSDARG00000109848",1.29959641779997,0.682815903885842,1.45157861253055,0.470395401249048,0.63807254914048,NA
"ENSDARG00000100181",160.995317014535,0.132149705830074,0.154075524660826,0.857694342569866,0.391061264801778,0.751782575166783
"ENSDARG00000029936",150.047440750853,-0.302836954863932,0.196356483937851,-1.5422814097638,0.123005224457705,0.483725192995342
"ENSDARG00000041589",25.9397081615759,-0.747576327163664,0.33912675148696,-2.20441567610277,0.0274951242174941,0.250823849707621
"ENSDARG00000041592",379.819317036672,-0.116055602827134,0.126538539396434,-0.917156175349412,0.359060807828889,0.72917811639967
"ENSDARG00000075108",80.0972560171847,-0.0492862488808222,0.246172576532172,-0.200210151655057,0.841316228038261,0.955286847010381
"ENSDARG00000016304",226.297130499185,-0.225157575242153,0.152651527423535,-1.47497754554036,0.140218580390751,0.511388295814746
"ENSDARG00000058803",426.759296895372,-0.265320903418129,0.145544274413642,-1.82295665347905,0.0683099562701787,0.382015679061679
"ENSDARG00000063385",1350.3366184296,0.300238835210783,0.12808354781948,2.34408587458818,0.0190737792077935,0.208911449417471
"ENSDARG00000007804",351.160972581978,-0.199988649471186,0.157503270954,-1.26974283302087,0.204176249961954,0.593351660633582
"ENSDARG00000068261",249.990714446097,-0.199144747748305,0.175829333798147,-1.13260252681685,0.257381207053534,0.646678035168001
"ENSDARG00000063371",565.437038845851,0.078071049419564,0.119274441714845,0.65454969478048,0.51275772166444,0.817133515444962
"ENSDARG00000078751",851.449737823947,-0.0904841637166584,0.11391892229582,-0.794285636601202,0.427029163902176,0.77603702842281
"ENSDARG00000078878",10.5579378958208,0.283116343189539,0.528974173501621,0.535217705082667,0.592499324752885,0.860923977034327
"ENSDARG00000016343",146.432802832018,0.0290469517971816,0.156196575307232,0.185964075973161,0.852472933096243,0.95768305482891
"ENSDARG00000023678",173.366569195705,0.0432337691010465,0.161329535399087,0.267984216244703,0.788711468136335,0.938640013497411
"ENSDARG00000011299",520.891856958932,-0.0926297899621629,0.110876024084323,-0.835435710534825,0.403472430366871,0.760280557709603
"ENSDARG00000041575",162.271576908209,-0.111010824022591,0.162347179898373,-0.683786586820184,0.494109937696414,0.811113192560338
"ENSDARG00000058962",66.7039120420297,0.0314839496032069,0.242478205152501,0.129842389683666,0.896691124654477,0.973727218760798
