"","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","diffexpressed","delabel"
"ENSDARG00000017441","ENSDARG00000017441",3264.99897680209,0.903343861465947,0.207843679222987,4.34626573607171,1.38474794619135e-05,0.00524358968906093,"mylz3","UP","mylz3"
"ENSDARG00000037484","ENSDARG00000037484",113.512294572266,-1.04809877959113,0.242203643587751,-4.32734522101194,1.50917325716483e-05,0.00540823016513996,"tmem192","DOWN","tmem192"
"ENSDARG00000030972","ENSDARG00000030972",479.803625020595,-0.62200283375615,0.154078215279525,-4.03692911829052,5.41554222402617e-05,0.0148875481303777,"dnaja1","DOWN","dnaja1"
"ENSDARG00000051970","ENSDARG00000051970",390.718452768689,-0.601658962085784,0.104056596827675,-5.78203574235829,7.38020218887447e-09,7.79504723822805e-06,"smu1b","DOWN","smu1b"
"ENSDARG00000089853","ENSDARG00000089853",33.9240012351696,1.19424482682595,0.301641461866067,3.95915342485713,7.52159078997177e-05,0.0188679104966442,"si:dkey-22n8.3","UP","si:dkey-22n8.3"
"ENSDARG00000074635","ENSDARG00000074635",2574.15696659731,0.586479093820354,0.0748372459063725,7.83672737708823,4.62440572758609e-15,2.32006435352994e-11,"abca1a","UP","abca1a"
"ENSDARG00000036028","ENSDARG00000036028",1532.17913574149,0.83808341977015,0.218508738290454,3.83546866970657,0.000125325082228148,0.0266746980625596,"arrdc3b","UP","arrdc3b"
"ENSDARG00000045015","ENSDARG00000045015",83.2205571023601,-1.17229749339128,0.196465892037364,-5.96692627526578,2.41764578874042e-09,3.46552254917448e-06,"cyp27b1","DOWN","cyp27b1"
"ENSDARG00000089724","ENSDARG00000089724",57.278615408466,-2.47480092537134,0.455995011350205,-5.42725438605883,5.72275374561343e-08,4.78517592362376e-05,"cyldb","DOWN","cyldb"
"ENSDARG00000096602","ENSDARG00000096602",134.392570998685,-0.503244568275988,0.135869943666981,-3.70386970579342,0.000212335349219461,0.0398237924124872,"si:ch1073-357b18.4","DOWN","si:ch1073-357b18.4"
"ENSDARG00000104687","ENSDARG00000104687",814.771643865005,1.05159632331013,0.217275857810591,4.839913342912,1.29895756520123e-06,0.000739618745919267,"slc16a9b","UP","slc16a9b"
"ENSDARG00000079227","ENSDARG00000079227",24.1222790043523,-2.25559233865068,0.466446221304454,-4.83569645465823,1.32680261376787e-06,0.000739618745919267,"plekhs1","DOWN","plekhs1"
"ENSDARG00000031588","ENSDARG00000031588",206.283264262366,-1.12329611660805,0.22120188843716,-5.07814885552913,3.81130044759465e-07,0.000273161347794034,"si:dkey-239b22.1","DOWN","si:dkey-239b22.1"
"ENSDARG00000103634","ENSDARG00000103634",184.264073173013,-0.81808037308875,0.196057307148597,-4.1726594381341,3.01064781724584e-05,0.00935054149135417,"CU914622.2","DOWN","CU914622.2"
"ENSDARG00000113315","ENSDARG00000113315",50.6958054852424,-1.51995745716902,0.338634429946539,-4.4884906044816,7.17295871664701e-06,0.00312928120707983,"zgc:153932","DOWN","zgc:153932"
"ENSDARG00000052779","ENSDARG00000052779",71.218923853692,-1.88162096103181,0.290810682444565,-6.47026080752892,9.78339064116961e-11,1.96333083386992e-07,"zgc:153932","DOWN","zgc:153932"
"ENSDARG00000074150","ENSDARG00000074150",33.5314490995609,-1.38591454837627,0.323646346021991,-4.28218815200868,1.85064391648765e-05,0.0062946986637414,"si:ch211-226h7.5","DOWN","si:ch211-226h7.5"
"ENSDARG00000109626","ENSDARG00000109626",95.8433020114887,-1.23956031032147,0.213454570543471,-5.8071387610275,6.35494674054525e-09,7.08505951051456e-06,"si:ch211-226h7.3","DOWN","si:ch211-226h7.3"
"ENSDARG00000105265","ENSDARG00000105265",69.7844399537792,0.732977002550723,0.199085422122253,3.68172111617806,0.000231664745256097,0.0411420186530917,"zgc:171534","UP","zgc:171534"
"ENSDARG00000003380","ENSDARG00000003380",83.6427551937919,9.92155182087607,2.74643868954465,3.61251531251951,0.000303241193658571,0.0494751567019529,"PAOX","UP","PAOX"
"ENSDARG00000030440","ENSDARG00000030440",1411.45553832488,-0.699458699180931,0.181948981385087,-3.84425729595351,0.000120918088730468,0.0264724733387909,"rsrp1","DOWN","rsrp1"
"ENSDARG00000069966","ENSDARG00000069966",10.0449083489384,2.00260677361344,0.53832773399885,3.72005127571175,0.000199182335268742,0.0377093500393689,"alox5b.3","UP","alox5b.3"
"ENSDARG00000026049","ENSDARG00000026049",58.1924571287309,-1.0047480756497,0.242387724635186,-4.1452102294451,3.39502085224515e-05,0.00998447478139238,"mxf","DOWN","mxf"
"ENSDARG00000069282","ENSDARG00000069282",177.637848447646,0.519299810682815,0.134866810458474,3.85046409059041,0.000117894215518243,0.0264023882180369,"bbc3","UP","bbc3"
"ENSDARG00000055648","ENSDARG00000055648",370.954824695174,-0.824158171260304,0.219110544307534,-3.76138069422873,0.000168978016394361,0.0342530387171923,"cpda","DOWN","cpda"
"ENSDARG00000036848","ENSDARG00000036848",1331.77726636722,0.83776300393221,0.0954904232060455,8.77326726392779,1.73555446760017e-18,1.74145535279001e-14,"slc43a2a","UP","slc43a2a"
