"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0015908","BP","GO:0015908","fatty acid transport","8/352","53/18057",7.94358457014038e-06,0.000376679404491636,0.000341010635424272,"30708/171481/449677/791484/415166/436636/556156/571738",8
"GO:0015850","BP","GO:0015850","organic hydroxy compound transport","10/352","88/18057",8.1714916299795e-06,0.000376679404491636,0.000341010635424272,"558924/571189/30077/557317/556979/447807/436686/564868/570191/393329",10
"GO:0042572","BP","GO:0042572","retinol metabolic process","5/352","16/18057",1.00147035978508e-05,0.000447219107541526,0.000404870747426272,"556575/393761/449556/378440/322529",5
"GO:0044283","BP","GO:0044283","small molecule biosynthetic process","19/352","308/18057",1.06704328428313e-05,0.000462062076739576,0.000418308196613707,"445118/794259/492518/560753/563642/100000775/394148/79378/791484/556445/556528/436919/282672/445505/558239/445818/378727/565876/557166",19
"GO:0016054","BP","GO:0016054","organic acid catabolic process","13/352","161/18057",1.67712030321706e-05,0.000684744260942053,0.000619904015835721,"436664/492518/558601/563642/449677/561410/556445/393147/431754/378727/436852/445287/571967",13
"GO:0046395","BP","GO:0046395","carboxylic acid catabolic process","13/352","161/18057",1.67712030321706e-05,0.000684744260942053,0.000619904015835721,"436664/492518/558601/563642/449677/561410/556445/393147/431754/378727/436852/445287/571967",13
"GO:1901606","BP","GO:1901606","alpha-amino acid catabolic process","9/352","78/18057",2.04901219081009e-05,0.000813344005741004,0.000736326310674152,"436664/492518/558601/563642/561410/556445/436852/445287/571967",9
"GO:0016042","BP","GO:0016042","lipid catabolic process","14/352","189/18057",2.12220223850449e-05,0.00081962891860079,0.000742016088512667,"449677/394148/692332/492483/565117/322481/393147/431754/100536977/793849/100004700/378727/84039/571738",14
"GO:0009416","BP","GO:0009416","response to light stimulus","12/352","143/18057",2.40871205851142e-05,0.000905802508319164,0.000820029673105412,"30435/30413/436716/550575/101882119/557053/541319/402990/30582/30503/360151/140428",12
"GO:0007601","BP","GO:0007601","visual perception","13/352","172/18057",3.37707718655466e-05,0.00123739571784272,0.00112022344460882,"30435/30413/436716/559209/550575/393989/393724/393629/100330921/541429/30582/30503/360151",13
"GO:0050953","BP","GO:0050953","sensory perception of light stimulus","13/352","178/18057",4.82707885530581e-05,0.001724473921058,0.00156117892451864,"30435/30413/436716/559209/550575/393989/393724/393629/100330921/541429/30582/30503/360151",13
"GO:0009581","BP","GO:0009581","detection of external stimulus","9/352","88/18057",5.41234736354333e-05,0.00184148675773891,0.00166711150621422,"30435/30413/436716/550575/101882119/557053/30582/30503/360151",9
"GO:0009582","BP","GO:0009582","detection of abiotic stimulus","9/352","88/18057",5.41234736354333e-05,0.00184148675773891,0.00166711150621422,"30435/30413/436716/550575/101882119/557053/30582/30503/360151",9
"GO:0071391","BP","GO:0071391","cellular response to estrogen stimulus","5/352","25/18057",0.000105435676833761,0.00350389726035916,0.00317210396153468,"30491/79378/436844/799637/282672",5
"GO:0006520","BP","GO:0006520","amino acid metabolic process","14/352","222/18057",0.000122263796387657,0.00390592784791466,0.00353606520944873,"436664/492518/558601/563642/561410/100000775/79378/556445/445818/641560/436852/445287/571967/58074",14
"GO:0016125","BP","GO:0016125","sterol metabolic process","8/352","77/18057",0.000125688122044766,0.00390592784791466,0.00353606520944873,"445281/394148/692332/751641/558239/100873093/564868/565876",8
"GO:0006094","BP","GO:0006094","gluconeogenesis","5/352","26/18057",0.000128466486250517,0.00390592784791466,0.00353606520944873,"445118/560753/282672/445505/378727",5
"GO:0009072","BP","GO:0009072","aromatic amino acid metabolic process","5/352","26/18057",0.000128466486250517,0.00390592784791466,0.00353606520944873,"492518/561410/445287/571967/58074",5
"GO:0019319","BP","GO:0019319","hexose biosynthetic process","5/352","27/18057",0.000155160910693456,0.0046192696121031,0.00418185875531266,"445118/560753/282672/445505/378727",5
"GO:0009314","BP","GO:0009314","response to radiation","12/352","176/18057",0.000179795596203908,0.00524342667296702,0.00474691273328899,"30435/30413/436716/550575/101882119/557053/541319/402990/30582/30503/360151/140428",12
"GO:0046364","BP","GO:0046364","monosaccharide biosynthetic process","5/352","28/18057",0.000185894742472522,0.00531287173986469,0.00480978186313116,"445118/560753/282672/445505/378727",5
"GO:0043627","BP","GO:0043627","response to estrogen","5/352","29/18057",0.000221060764757195,0.00619403593800061,0.00560750629280892,"30491/79378/436844/799637/282672",5
"GO:0006766","BP","GO:0006766","vitamin metabolic process","6/352","45/18057",0.000225494080470835,0.00619675078832351,0.00560996406677441,"556575/791484/556528/558239/100004700/565876",6
"GO:0010817","BP","GO:0010817","regulation of hormone levels","9/352","107/18057",0.000245783963221068,0.00662689214043218,0.00599937419659766,"556575/393761/791484/449556/569893/259257/266721/378440/322529",9
"GO:0034308","BP","GO:0034308","primary alcohol metabolic process","5/352","31/18057",0.000306342009895819,0.00810671726187269,0.00733907076339106,"556575/393761/449556/378440/322529",5
"GO:0009074","BP","GO:0009074","aromatic amino acid family catabolic process","4/352","18/18057",0.000349876082198124,0.00909041675383853,0.00822962114873673,"492518/561410/445287/571967",4
"GO:0009063","BP","GO:0009063","amino acid catabolic process","8/352","90/18057",0.000371983230802008,0.0094922149431441,0.00859337200480579,"436664/492518/558601/563642/561410/556445/436852/571967",8
"GO:0008203","BP","GO:0008203","cholesterol metabolic process","7/352","69/18057",0.000385385806796619,0.00966168978793629,0.00874679882831108,"445281/394148/692332/558239/100873093/564868/565876",7
"GO:0033344","BP","GO:0033344","cholesterol efflux","4/352","19/18057",0.000436401537571228,0.0107520309860222,0.00973389273457421,"558924/557317/556979/564868",4
"GO:0043297","BP","GO:0043297","apical junction assembly","6/352","51/18057",0.000452022087262682,0.0107656593783062,0.00974623061834801,"81580/436719/81591/436897/81587/445070",6
"GO:0070830","BP","GO:0070830","bicellular tight junction assembly","6/352","51/18057",0.000452022087262682,0.0107656593783062,0.00974623061834801,"81580/436719/81591/436897/81587/445070",6
"GO:0007043","BP","GO:0007043","cell-cell junction assembly","8/352","97/18057",0.000616578264782132,0.0144441039405519,0.0130763535361042,"799648/81580/436719/81591/436897/81587/101886483/445070",8
"GO:1902652","BP","GO:1902652","secondary alcohol metabolic process","7/352","75/18057",0.000641807409633984,0.014792625618822,0.0133918727748755,"445281/394148/692332/558239/100873093/564868/565876",7
"GO:0005975","BP","GO:0005975","carbohydrate metabolic process","17/352","356/18057",0.000659005167042535,0.014947910852441,0.0135324536390188,"566188/406323/406338/445118/557757/564844/792692/560753/445049/100536353/393971/406539/406290/553212/282672/445505/378727",17
"GO:0120192","BP","GO:0120192","tight junction assembly","6/352","55/18057",0.000681656590703142,0.0149859579709968,0.0135668979752901,"81580/436719/81591/436897/81587/445070",6
"GO:0120193","BP","GO:0120193","tight junction organization","6/352","55/18057",0.000681656590703142,0.0149859579709968,0.0135668979752901,"81580/436719/81591/436897/81587/445070",6
"GO:0006706","BP","GO:0006706","steroid catabolic process","3/352","10/18057",0.000796091343345152,0.0172365837824276,0.0156044060760956,"394148/692332/100004700",3
"GO:0006144","BP","GO:0006144","purine nucleobase metabolic process","4/352","23/18057",0.000937504675746983,0.0199954355469021,0.0181020148702756,"436604/449556/436919/553701",4
"GO:0044242","BP","GO:0044242","cellular lipid catabolic process","9/352","129/18057",0.000967325168646144,0.0203280539116962,0.0184031367223856,"449677/492483/565117/322481/393147/431754/793849/378727/84039",9
"GO:0009628","BP","GO:0009628","response to abiotic stimulus","17/352","370/18057",0.00100830545915923,0.0208821521904137,0.0189047659695911,"550420/393558/436618/555812/30435/30413/436716/550575/101882119/557053/541319/402990/799637/30582/30503/360151/140428",17
"GO:0006570","BP","GO:0006570","tyrosine metabolic process","3/352","11/18057",0.00107886071337284,0.0217139712592927,0.0196578178908112,"561410/445287/58074",3
"GO:0043650","BP","GO:0043650","dicarboxylic acid biosynthetic process","3/352","11/18057",0.00107886071337284,0.0217139712592927,0.0196578178908112,"492518/556445/557166",3
"GO:0006006","BP","GO:0006006","glucose metabolic process","6/352","62/18057",0.00128981974682085,0.0251102790601318,0.0227325203233045,"445118/560753/393971/282672/445505/378727",6
"GO:0042445","BP","GO:0042445","hormone metabolic process","6/352","62/18057",0.00128981974682085,0.0251102790601318,0.0227325203233045,"556575/393761/791484/449556/378440/322529",6
"GO:0072521","BP","GO:0072521","purine-containing compound metabolic process","15/352","313/18057",0.00130032235860724,0.0251102790601318,0.0227325203233045,"550420/436604/794259/492518/792692/558601/560753/449556/559659/393629/100330921/436919/402867/553701/571967",15
"GO:0006576","BP","GO:0006576","biogenic amine metabolic process","5/352","44/18057",0.00159203924738538,0.0303336544601827,0.0274612804917422,"492518/790945/368270/571967/266721",5
"GO:0046394","BP","GO:0046394","carboxylic acid biosynthetic process","10/352","167/18057",0.00165287843264495,0.0310784642138109,0.0281355622398981,"794259/492518/563642/100000775/394148/79378/791484/556445/445818/557166",10
"GO:0044262","BP","GO:0044262","cellular carbohydrate metabolic process","8/352","114/18057",0.00176606868373106,0.0327754824552166,0.0296718853356865,"566188/564844/560753/393971/406290/282672/445505/378727",8
"GO:0016053","BP","GO:0016053","organic acid biosynthetic process","10/352","169/18057",0.00180552592793944,0.0328602294811649,0.0297486074416056,"794259/492518/563642/100000775/394148/79378/791484/556445/445818/557166",10
"GO:0042537","BP","GO:0042537","benzene-containing compound metabolic process","3/352","13/18057",0.00181662570259764,0.0328602294811649,0.0297486074416056,"492518/431754/571967",3
"GO:0045216","BP","GO:0045216","cell-cell junction organization","8/352","115/18057",0.00186664804708344,0.0333430007410279,0.0301856638140203,"799648/81580/436719/81591/436897/81587/101886483/445070",8
"GO:0019751","BP","GO:0019751","polyol metabolic process","6/352","68/18057",0.00208328422884318,0.0367532489261346,0.0332729865789248,"560753/402799/406290/558239/378727/565876",6
"GO:0009110","BP","GO:0009110","vitamin biosynthetic process","3/352","14/18057",0.00227886740378698,0.0381115778540028,0.0345026917480531,"556528/558239/565876",3
"GO:0010043","BP","GO:0010043","response to zinc ion","3/352","14/18057",0.00227886740378698,0.0381115778540028,0.0345026917480531,"436618/541319/100174951",3
"GO:0019748","BP","GO:0019748","secondary metabolic process","3/352","14/18057",0.00227886740378698,0.0381115778540028,0.0345026917480531,"393481/557166/58074",3
"GO:0042632","BP","GO:0042632","cholesterol homeostasis","4/352","29/18057",0.00229362889814152,0.0381115778540028,0.0345026917480531,"30708/557317/556979/394148",4
"GO:0055092","BP","GO:0055092","sterol homeostasis","4/352","29/18057",0.00229362889814152,0.0381115778540028,0.0345026917480531,"30708/557317/556979/394148",4
"GO:0006694","BP","GO:0006694","steroid biosynthetic process","6/352","70/18057",0.00241597322964282,0.0396830545420642,0.0359253611522205,"550398/393761/394148/751641/558239/565876",6
"GO:0030388","BP","GO:0030388","fructose 1,6-bisphosphate metabolic process","3/352","15/18057",0.00280771822890762,0.0454587820996354,0.0411541697915008,"792692/282672/445505",3
"GO:0055086","BP","GO:0055086","nucleobase-containing small molecule metabolic process","17/352","408/18057",0.00283123275498079,0.0454587820996354,0.0411541697915008,"550420/402979/436604/794259/492518/792692/558601/560753/402940/449556/559659/393629/100330921/436919/402867/553701/571967",17
"GO:0016324","CC","GO:0016324","apical plasma membrane","16/386","102/18405",3.77520527707236e-10,7.39940234306183e-08,6.6761524899806e-08,"100005630/58148/101886177/100009638/568241/557317/560649/431714/568258/100301982/359838/792274/436636/768195/337325/393329",16
"GO:0045177","CC","GO:0045177","apical part of cell","16/386","113/18405",1.78882128345647e-09,1.75304485778734e-07,1.58169460852993e-07,"100005630/58148/101886177/100009638/568241/557317/560649/431714/568258/100301982/359838/792274/436636/768195/337325/393329",16
"GO:0001750","CC","GO:0001750","photoreceptor outer segment","9/386","39/18405",8.69036061550763e-08,5.67770226879832e-06,5.12273888914134e-06,"567911/30435/30413/436716/393629/100330921/30582/30503/360151",9
"GO:0097733","CC","GO:0097733","photoreceptor cell cilium","9/386","44/18405",2.65002453313579e-07,1.27468823904615e-05,1.15009465177097e-05,"567911/30435/30413/436716/393629/100330921/30582/30503/360151",9
"GO:0097731","CC","GO:0097731","9+0 non-motile cilium","9/386","45/18405",3.25175571185243e-07,1.27468823904615e-05,1.15009465177097e-05,"567911/30435/30413/436716/393629/100330921/30582/30503/360151",9
"GO:0097730","CC","GO:0097730","non-motile cilium","9/386","58/18405",3.07244465286269e-06,0.000100366525326848,9.05562634527949e-05,"567911/30435/30413/436716/393629/100330921/30582/30503/360151",9
"GO:0005903","CC","GO:0005903","brush border","4/386","14/18405",0.000161397859334477,0.00451914006136534,0.00407741960423941,"58148/560649/568258/359838",4
"GO:0098862","CC","GO:0098862","cluster of actin-based cell projections","5/386","31/18405",0.000428590591643744,0.0105004694952717,0.00947410781528276,"58148/560649/568258/359838/564412",5
"GO:0046906","MF","GO:0046906","tetrapyrrole binding","26/361","164/17701",4.16764382512066e-16,1.69643752975619e-13,1.30981149889319e-13,"558851/393558/553969/562008/140634/445281/394148/692332/492484/569245/393108/100034366/393592/431734/768288/393484/449790/393481/492759/324340/100000079/566714/558239/100004700/571967/565876",26
"GO:0005506","MF","GO:0005506","iron ion binding","27/361","184/17701",8.26502855693863e-16,1.69643752975619e-13,1.30981149889319e-13,"558851/553969/492518/562008/140634/445281/394148/692332/492484/569245/393108/100034366/393592/393629/431734/768288/393484/449790/393481/100006523/492759/324340/558239/565942/100004700/84039/565876",27
"GO:0020037","MF","GO:0020037","heme binding","25/361","156/17701",1.2003095729407e-15,1.69643752975619e-13,1.30981149889319e-13,"558851/393558/553969/562008/140634/445281/394148/692332/492484/569245/393108/100034366/393592/431734/768288/393484/449790/393481/492759/324340/100000079/558239/100004700/571967/565876",25
"GO:0004497","MF","GO:0004497","monooxygenase activity","23/361","143/17701",1.57463424561509e-14,1.66911230035199e-12,1.28871381680603e-12,"558851/553969/562008/140634/445281/394148/692332/492484/569245/393108/100034366/393592/431734/768288/393484/449790/393481/492759/324340/558239/100004700/84039/565876",23
"GO:0016705","MF","GO:0016705","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","23/361","198/17701",1.73697572385418e-11,1.47295541382835e-09,1.13726200024979e-09,"558851/553969/562008/402799/140634/445281/394148/692332/492484/569245/393108/100034366/393592/431734/768288/393484/449790/393481/492759/324340/558239/100004700/565876",23
"GO:0016712","MF","GO:0016712","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen","12/361","51/17701",3.35162278137576e-10,2.36848009883887e-08,1.82869242983835e-08,"140634/492484/569245/393108/100034366/393592/431734/768288/393484/449790/393481/324340",12
"GO:0008020","MF","GO:0008020","G protein-coupled photoreceptor activity","9/361","37/17701",4.15279742756511e-08,2.51540872755372e-06,1.94213533830489e-06,"30435/30413/436716/550575/101882119/557053/30582/30503/360151",9
"GO:0009881","MF","GO:0009881","photoreceptor activity","9/361","43/17701",1.68985191543614e-07,8.95621515181154e-06,6.91505191711368e-06,"30435/30413/436716/550575/101882119/557053/30582/30503/360151",9
"GO:0008395","MF","GO:0008395","steroid hydroxylase activity","7/361","28/17701",1.13330646254808e-06,5.33913266800427e-05,4.12231941347897e-05,"553969/445281/394148/492759/324340/558239/565876",7
"GO:0008236","MF","GO:0008236","serine-type peptidase activity","16/361","191/17701",1.98655567932058e-06,8.42299608031926e-05,6.50335596072317e-05,"30735/447843/65223/322453/100535672/436794/445282/574008/100301982/641564/768292/100101646/393114/554107/550419/403061",16
"GO:0017171","MF","GO:0017171","serine hydrolase activity","16/361","193/17701",2.2774548907966e-06,8.77855339725236e-05,6.77788010562434e-05,"30735/447843/65223/322453/100535672/436794/445282/574008/100301982/641564/768292/100101646/393114/554107/550419/403061",16
"GO:0004252","MF","GO:0004252","serine-type endopeptidase activity","15/361","177/17701",3.59813449478346e-06,0.000127134085482349,9.81596340243559e-05,"447843/65223/322453/100535672/436794/445282/574008/100301982/641564/768292/100101646/393114/554107/550419/403061",15
"GO:0004553","MF","GO:0004553","hydrolase activity, hydrolyzing O-glycosyl compounds","11/361","117/17701",2.74732553531943e-05,0.000896050789981108,0.000691836632780845,"406323/406338/571547/324487/554166/445049/100536353/406539/565117/322481/561967",11
"GO:0016798","MF","GO:0016798","hydrolase activity, acting on glycosyl bonds","12/361","142/17701",3.48467556129124e-05,0.00105535888427678,0.000814837668843291,"406323/406338/571547/445059/324487/554166/445049/100536353/406539/565117/322481/561967",12
"GO:0008235","MF","GO:0008235","metalloexopeptidase activity","7/361","50/17701",6.50230893402899e-05,0.00180069854196365,0.00139031093979815,"100005630/322412/322533/431764/325886/246092/768195",7
"GO:0004180","MF","GO:0004180","carboxypeptidase activity","6/361","35/17701",6.79508883759868e-05,0.00180069854196365,0.00139031093979815,"100005630/492331/322412/431764/325886/246092",6
"GO:0008238","MF","GO:0008238","exopeptidase activity","9/361","88/17701",7.64539628013984e-05,0.00190685177810547,0.0014722713579712,"100005630/492331/100301982/322412/322533/431764/325886/246092/768195",9
"GO:0004181","MF","GO:0004181","metallocarboxypeptidase activity","5/361","23/17701",8.531530401639e-05,0.00200964938349719,0.00155164090930393,"100005630/322412/431764/325886/246092",5
"GO:0016702","MF","GO:0016702","oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen","6/361","39/17701",0.00012751998174804,0.00270342361305844,0.00208730075387581,"492518/393724/793849/84039/445287/571967",6
"GO:0033293","MF","GO:0033293","monocarboxylic acid binding","6/361","39/17701",0.00012751998174804,0.00270342361305844,0.00208730075387581,"30708/30735/171481/791484/415166/336492",6
"GO:0016701","MF","GO:0016701","oxidoreductase activity, acting on single donors with incorporation of molecular oxygen","6/361","41/17701",0.0001698166126954,0.00342867827537379,0.00264726649364759,"492518/393724/793849/84039/445287/571967",6
"GO:0015370","MF","GO:0015370","solute:sodium symporter activity","7/361","62/17701",0.000259697719604596,0.00487168946275146,0.00376140869641436,"58148/393654/405862/503788/359838/556156/393329",7
"GO:0005504","MF","GO:0005504","fatty acid binding","5/361","29/17701",0.000272312482085805,0.00487168946275146,0.00376140869641436,"30708/30735/171481/791484/415166",5
"GO:0015291","MF","GO:0015291","secondary active transmembrane transporter activity","14/361","230/17701",0.00028057168816732,0.00487168946275146,0.00376140869641436,"58148/393654/406465/405862/326030/100334171/568258/393447/503788/359838/563896/793301/556156/393329",14
"GO:0015020","MF","GO:0015020","glucuronosyltransferase activity","6/361","45/17701",0.000287245840964119,0.00487168946275146,0.00376140869641436,"100415794/563413/767756/100384895/553952/406731",6
"GO:0022804","MF","GO:0022804","active transmembrane transporter activity","19/361","379/17701",0.000308321512353116,0.00502801235529696,0.00388210487213842,"58148/558924/393654/571189/557317/556979/406465/405862/326030/100334171/568258/393447/503788/359838/563896/556538/793301/556156/393329",19
"GO:0050253","MF","GO:0050253","retinyl-palmitate esterase activity","4/361","17/17701",0.000328111618005254,0.00515256763089732,0.00397827341908904,"560649/565117/322481/561967",4
"GO:1901618","MF","GO:1901618","organic hydroxy compound transmembrane transporter activity","5/361","31/17701",0.000376807123999697,0.00570593644913827,0.00440552690089872,"571189/30077/556979/570191/393329",5
"GO:0008194","MF","GO:0008194","UDP-glycosyltransferase activity","11/361","159/17701",0.000428184410291599,0.00626035137805649,0.00483358807987976,"791210/100415792/100415791/100415794/322468/563413/791470/767756/100384895/553952/406731",11
"GO:0015293","MF","GO:0015293","symporter activity","10/361","141/17701",0.00063815010854965,0.00872824664596941,0.00673903849775692,"58148/393654/405862/326030/100334171/503788/359838/793301/556156/393329",10
"GO:0046943","MF","GO:0046943","carboxylic acid transmembrane transporter activity","10/361","141/17701",0.00063815010854965,0.00872824664596941,0.00673903849775692,"571189/445158/503788/561766/563896/100007793/793301/556156/641560/393329",10
"GO:0008514","MF","GO:0008514","organic anion transmembrane transporter activity","12/361","196/17701",0.000715780731367766,0.0094840946906229,0.00732262524524261,"571189/445158/393447/404609/503788/561766/563896/100007793/793301/556156/641560/393329",12
"GO:0005342","MF","GO:0005342","organic acid transmembrane transporter activity","10/361","144/17701",0.000751774015520835,0.00965915704790406,0.00745779007422583,"571189/445158/503788/561766/563896/100007793/793301/556156/641560/393329",10
"GO:0008028","MF","GO:0008028","monocarboxylic acid transmembrane transporter activity","5/361","39/17701",0.00111740190725731,0.0139346590787383,0.0107588852370596,"571189/445158/561766/556156/393329",5
"GO:0015204","MF","GO:0015204","urea transmembrane transporter activity","3/361","11/17701",0.00122896508779342,0.0148880342064117,0.0114949817234212,"563130/447923/570191",3
"GO:0015294","MF","GO:0015294","solute:monoatomic cation symporter activity","7/361","82/17701",0.00141876160322666,0.0167098588824473,0.0129016040527336,"58148/393654/405862/503788/359838/556156/393329",7
"GO:0015144","MF","GO:0015144","carbohydrate transmembrane transporter activity","5/361","43/17701",0.00174799363771168,0.0189023100710785,0.0145943853825854,"393654/564849/405862/558146/570191",5
"GO:0008198","MF","GO:0008198","ferrous iron binding","4/361","26/17701",0.00178323679915835,0.0189023100710785,0.0145943853825854,"492518/393629/100006523/84039",4
"GO:0015145","MF","GO:0015145","monosaccharide transmembrane transporter activity","4/361","26/17701",0.00178323679915835,0.0189023100710785,0.0145943853825854,"393654/564849/405862/558146",4
