"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0016469","CC","GO:0016469","proton-transporting two-sector ATPase complex","12/900","55/18405",1.08816194985363e-05,0.00013093045396626,0.000111956900103786,"406599/794625/559659/335709/503608/402883/393675/326977/81541/798291/570370/335191",12
"GO:1902495","CC","GO:1902495","transmembrane transporter complex","31/900","277/18405",1.55633407790724e-05,0.000181410190956062,0.000155121455791412,"393781/100000862/393821/393700/393755/796997/393497/393829/557317/415243/436768/100000992/541390/445122/447913/553660/554154/100333064/554125/406306/393943/393703/541328/393764/556538/573689/566723/797409/797063/562219/445042",31
"GO:0005861","CC","GO:0005861","troponin complex","8/900","26/18405",2.2518416889872e-05,0.000254526348482493,0.000217642115394936,"751665/100002038/492493/558627/556703/100331199/445029/550249",8
"GO:0000315","CC","GO:0000315","organellar large ribosomal subunit","9/900","36/18405",4.37928028931441e-05,0.000466706156546935,0.000399074263958576,"553709/405881/394122/436829/553555/447945/447915/100034614/100007768",9
"GO:0005762","CC","GO:0005762","mitochondrial large ribosomal subunit","9/900","36/18405",4.37928028931441e-05,0.000466706156546935,0.000399074263958576,"553709/405881/394122/436829/553555/447945/447915/100034614/100007768",9
"GO:0005680","CC","GO:0005680","anaphase-promoting complex","6/900","15/18405",4.59901344627904e-05,0.000476508893183912,0.000407456454451038,"550576/751740/569473/798352/445501/768140",6
"GO:0033177","CC","GO:0033177","proton-transporting two-sector ATPase complex, proton-transporting domain","8/900","30/18405",7.08709044363244e-05,0.000714455333912135,0.000610921309934745,"406599/559659/402883/393675/326977/81541/570370/335191",8
"GO:0015934","CC","GO:0015934","large ribosomal subunit","13/900","80/18405",0.000126007086021334,0.00123685902857783,0.00105762180233973,"445040/553709/436759/405881/394122/436829/553555/447945/447915/192299/100034614/100007768/394097",13
"GO:0005865","CC","GO:0005865","striated muscle thin filament","8/900","34/18405",0.000184767341195902,0.00172295545665178,0.00147327643111469,"751665/100002038/492493/558627/556703/100331199/445029/550249",8
"GO:0036379","CC","GO:0036379","myofilament","8/900","34/18405",0.000184767341195902,0.00172295545665178,0.00147327643111469,"751665/100002038/492493/558627/556703/100331199/445029/550249",8
"GO:0005758","CC","GO:0005758","mitochondrial intermembrane space","8/900","38/18405",0.000418448337993969,0.0037162197636131,0.00317769038626999,"436951/393821/393700/100538337/100536712/100170826/793663/393731",8
"GO:0031970","CC","GO:0031970","organelle envelope lumen","8/900","38/18405",0.000418448337993969,0.0037162197636131,0.00317769038626999,"436951/393821/393700/100538337/100536712/100170826/793663/393731",8
"GO:0097526","CC","GO:0097526","spliceosomal tri-snRNP complex","6/900","24/18405",0.000847262349607357,0.00734950828845451,0.00628446736673266,"415167/393979/563948/192331/327011/566017",6
"GO:1904949","CC","GO:1904949","ATPase complex","15/900","128/18405",0.00147794076131472,0.012528906908418,0.0107133026478077,"406599/794625/559659/335709/503608/402883/393675/326977/393774/407699/81541/798291/799716/570370/335191",15
"GO:0031461","CC","GO:0031461","cullin-RING ubiquitin ligase complex","15/900","132/18405",0.00201147955469821,0.0166729305311652,0.014256802457861,"796589/550576/100331141/751740/503534/445199/569473/494034/553461/798352/449846/30078/445501/768140/100333689",15
"GO:0001750","CC","GO:0001750","photoreceptor outer segment","7/900","39/18405",0.00254774676617103,0.0206589031256912,0.0176651549233369,"567911/30435/436716/619268/386614/393629/393758",7
"GO:0034719","CC","GO:0034719","SMN-Sm protein complex","4/900","13/18405",0.00284796751717677,0.0226019549767433,0.0193266328713227,"393979/192331/327011/30432",4
"GO:0022626","CC","GO:0022626","cytosolic ribosome","10/900","77/18405",0.00418014576091236,0.0324832160170898,0.0277759685429045,"445040/436759/393738/393723/406307/405889/192299/677743/394097/100000836",10
"GO:0097733","CC","GO:0097733","photoreceptor cell cilium","7/900","44/18405",0.00513850416161647,0.039115552087407,0.0334471914279224,"567911/30435/436716/619268/386614/393629/393758",7
"GO:0097731","CC","GO:0097731","9+0 non-motile cilium","7/900","45/18405",0.00583394475698164,0.043521227887083,0.0372144265550618,"567911/30435/436716/619268/386614/393629/393758",7
"GO:0000152","CC","GO:0000152","nuclear ubiquitin ligase complex","6/900","35/18405",0.0064660476750272,0.0472908977016695,0.0404378213732351,"550576/751740/569473/798352/445501/768140",6
"GO:0015453","MF","GO:0015453","oxidoreduction-driven active transmembrane transporter activity","25/829","52/17701",5.85160939368533e-20,3.25349482288904e-17,2.93812387451358e-17,"393821/415253/796997/393829/751638/436768/541390/767664/554103/326962/326975/554154/557348/563476/393776/406306/402880/569770/554101/447942/556538/336118/566723/494577/445042",25
"GO:0009055","MF","GO:0009055","electron transfer activity","27/829","70/17701",2.25220784500184e-18,6.26113780910512e-16,5.65422706350463e-16,"393821/415253/796997/393829/751638/436768/541390/767664/554103/326962/326975/554154/445129/557348/563476/393776/406306/402880/569770/554101/447942/556538/336118/767726/566723/494577/445042",27
"GO:0015078","MF","GO:0015078","proton transmembrane transporter activity","29/829","101/17701",1.20929946352794e-15,2.24123500573846e-13,2.02398541790467e-13,"406599/436618/415253/751638/436768/767664/554103/326962/326975/554154/559659/557348/563476/335709/393776/402880/569770/554101/447942/402883/393675/326977/336118/566723/81541/798291/494577/570370/335191",29
"GO:0004129","MF","GO:0004129","cytochrome-c oxidase activity","15/829","24/17701",8.90696209714531e-15,9.90454185202559e-13,8.94446509544908e-13,"415253/751638/767664/554103/326962/326975/557348/563476/393776/402880/569770/554101/447942/336118/494577",15
"GO:0016675","MF","GO:0016675","oxidoreductase activity, acting on a heme group of donors","15/829","24/17701",8.90696209714531e-15,9.90454185202559e-13,8.94446509544908e-13,"415253/751638/767664/554103/326962/326975/557348/563476/393776/402880/569770/554101/447942/336118/494577",15
"GO:0003735","MF","GO:0003735","structural constituent of ribosome","34/829","159/17701",6.46604995426761e-14,5.99187295762132e-12,5.41106285646605e-12,"553711/445040/557397/450009/572109/553709/436759/751746/394122/436829/768187/553555/393738/393723/447945/100536515/767758/192300/406307/751639/405889/415159/192299/569841/553580/751640/100034614/677743/795846/565937/558080/100007768/394097/100000836",34
"GO:0015399","MF","GO:0015399","primary active transmembrane transporter activity","28/829","147/17701",1.90575619191623e-10,1.5137149181506e-08,1.36698602036698e-08,"393821/415253/796997/393829/557317/751638/436768/541390/767664/100136865/554103/326962/326975/554154/557348/563476/393776/406306/402880/569770/554101/447942/556538/336118/566723/494577/568482/445042",28
"GO:0005179","MF","GO:0005179","hormone activity","22/829","128/17701",1.15267755946085e-07,8.0111090382529e-06,7.23456836661612e-06,"368264/100000558/793458/795653/100329524/565781/402837/353221/570100/79186/449556/494052/570244/751721/503864/30211/30262/352920/557301/259257/567953/436584",22
"GO:0005212","MF","GO:0005212","structural constituent of eye lens","15/829","65/17701",2.33297518162638e-07,1.44126022331585e-05,1.30155457501261e-05,"554132/566891/795575/436681/100126132/436855/415232/561929/798701/415228/100000175/558470/799807/566558/790908",15
"GO:0033293","MF","GO:0033293","monocarboxylic acid binding","11/829","39/17701",1.1172131856403e-06,6.21170531216005e-05,5.60958620579391e-05,"30708/30735/568032/171481/795210/436847/100141334/415166/108004542/336492/415102",11
"GO:0022853","MF","GO:0022853","active monoatomic ion transmembrane transporter activity","24/829","178/17701",3.05306785112194e-06,0.000154318702293072,0.00013936013062059,"393654/415253/570702/751638/436768/405862/767664/100006328/554103/326962/326975/554154/557348/563476/393776/402880/569770/387592/554101/447942/336118/566723/494577/405838",24
"GO:0005504","MF","GO:0005504","fatty acid binding","9/829","29/17701",4.45642563409571e-06,0.000206481054379768,0.000186466230479268,"30708/30735/568032/171481/795210/100141334/415166/108004542/415102",9
"GO:0022804","MF","GO:0022804","active transmembrane transporter activity","38/829","379/17701",8.65366491905635e-06,0.000351811523276827,0.000317709383951243,"393821/393654/415253/796997/570702/393829/557317/751638/436768/541390/405862/767664/100006328/326030/100136865/554103/326962/326975/554154/557348/563476/393776/406306/402880/569770/387592/554101/393339/447942/393688/556538/336118/566723/793301/494577/568482/405838/445042",38
"GO:0019843","MF","GO:0019843","rRNA binding","10/829","39/17701",8.85856353574744e-06,0.000351811523276827,0.000317709383951243,"751746/436829/768187/192300/550514/415159/569841/751640/558080/555972",10
"GO:0015252","MF","GO:0015252","proton channel activity","7/829","18/17701",9.73942875737687e-06,0.000361008159273436,0.000326014562615352,"436618/335709/402883/393675/326977/798291/335191",7
"GO:0008137","MF","GO:0008137","NADH dehydrogenase (ubiquinone) activity","7/829","21/17701",3.14519182654952e-05,0.00102866273856561,0.000928951393971592,"393821/796997/393829/541390/406306/556538/445042",7
"GO:0050136","MF","GO:0050136","NADH dehydrogenase (quinone) activity","7/829","21/17701",3.14519182654952e-05,0.00102866273856561,0.000928951393971592,"393821/796997/393829/541390/406306/556538/445042",7
"GO:0046933","MF","GO:0046933","proton-transporting ATP synthase activity, rotational mechanism","6/829","15/17701",3.6038249364204e-05,0.00111318148036097,0.00100527748226464,"335709/402883/393675/326977/798291/335191",6
"GO:0003955","MF","GO:0003955","NAD(P)H dehydrogenase (quinone) activity","7/829","22/17701",4.42715761070356e-05,0.00129552612186904,0.00116994691429673,"393821/796997/393829/541390/406306/556538/445042",7
"GO:0016655","MF","GO:0016655","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor","7/829","23/17701",6.10790220498446e-05,0.00169799681298568,0.0015334049219882,"393821/796997/393829/541390/406306/556538/445042",7
"GO:0005184","MF","GO:0005184","neuropeptide hormone activity","8/829","32/17701",8.62978551356366e-05,0.00228483845025781,0.00206336225061146,"368264/793458/795653/353221/30211/352920/557301/259257",8
"GO:0016651","MF","GO:0016651","oxidoreductase activity, acting on NAD(P)H","10/829","51/17701",0.000106972358165448,0.00270348323363588,0.00244142654760377,"393821/796997/436880/393829/541390/406306/751641/556538/573689/445042",10
"GO:0003954","MF","GO:0003954","NADH dehydrogenase activity","7/829","26/17701",0.000144909639407488,0.00345082716772027,0.00311632820712338,"393821/796997/393829/541390/406306/556538/445042",7
"GO:0005506","MF","GO:0005506","iron ion binding","21/829","184/17701",0.000148956568390803,0.00345082716772027,0.00311632820712338,"553969/405819/100137725/100150438/140634/394148/259306/569245/100034366/393592/393629/393484/449790/100006523/492759/565942/84039/403053/565876/402831/723999",21
"GO:0031681","MF","GO:0031681","G-protein beta-subunit binding","6/829","20/17701",0.000228163904585956,0.00507436523799167,0.00458249189421058,"100007047/100003596/393504/797361/335656/565976",6
"GO:0008395","MF","GO:0008395","steroid hydroxylase activity","7/829","28/17701",0.000240328996183292,0.00513551392989326,0.00463771326118721,"553969/100137725/394148/492759/565876/402831/723999",7
"GO:0046906","MF","GO:0046906","tetrapyrrole binding","19/829","164/17701",0.000249386467818558,0.00513551392989326,0.00463771326118721,"393558/553969/100137725/140634/393551/394148/259306/569245/100034366/393592/569329/393484/449790/492759/100000079/566714/565876/402831/723999",19
"GO:0031406","MF","GO:0031406","carboxylic acid binding","13/829","92/17701",0.000344799999294269,0.00684674284312906,0.00618306765651753,"83412/30708/30735/568032/171481/795210/436847/100141334/415166/108004542/336492/555648/415102",13
"GO:0020037","MF","GO:0020037","heme binding","18/829","156/17701",0.000377623007694167,0.00709810644482595,0.00641006583525555,"393558/553969/100137725/140634/393551/394148/259306/569245/100034366/393592/569329/393484/449790/492759/100000079/565876/402831/723999",18
"GO:0004497","MF","GO:0004497","monooxygenase activity","17/829","143/17701",0.000382991354936652,0.00709810644482595,0.00641006583525555,"553969/405819/100137725/140634/394148/259306/569245/100034366/393592/393484/449790/492759/559504/84039/565876/402831/723999",17
"GO:0005501","MF","GO:0005501","retinoid binding","5/829","16/17701",0.000631089494132919,0.0109651799605595,0.0099022923914935,"30735/30077/335651/336492/415102",5
"GO:0019840","MF","GO:0019840","isoprenoid binding","5/829","16/17701",0.000631089494132919,0.0109651799605595,0.0099022923914935,"30735/30077/335651/336492/415102",5
"GO:0008519","MF","GO:0008519","ammonium transmembrane transporter activity","4/829","10/17701",0.000799478317471416,0.0134699983186093,0.0121643112419096,"335821/792274/563826/100038797",4
"GO:0043177","MF","GO:0043177","organic acid binding","13/829","105/17701",0.00123492378251448,0.0201946359728839,0.0182371097293934,"83412/30708/30735/568032/171481/795210/436847/100141334/415166/108004542/336492/555648/415102",13
"GO:0015250","MF","GO:0015250","water channel activity","4/829","13/17701",0.00243188087884954,0.0386321648182956,0.03488743396124,"563130/447923/335821/570191",4
"GO:0030545","MF","GO:0030545","signaling receptor regulator activity","33/829","419/17701",0.00254694550630987,0.0393361583752303,0.0355231873248482,"100002946/654826/368264/100141480/795788/100000558/793458/795653/100329524/565781/402837/353221/570100/79186/100170820/449556/541445/494052/570244/751721/100038765/503864/30211/100037317/794891/30262/567537/352920/58118/557301/259257/567953/436584",33
"GO:0048018","MF","GO:0048018","receptor ligand activity","32/829","406/17701",0.00290147743860373,0.0436005798882075,0.0393742457528871,"100002946/654826/368264/100141480/795788/100000558/793458/795653/100329524/565781/402837/353221/570100/79186/100170820/449556/541445/494052/570244/751721/503864/30211/100037317/794891/30262/567537/352920/58118/557301/259257/567953/436584",32
"GO:0030546","MF","GO:0030546","signaling receptor activator activity","32/829","408/17701",0.00312748661339507,0.0457600672907278,0.0413244076063559,"100002946/654826/368264/100141480/795788/100000558/793458/795653/100329524/565781/402837/353221/570100/79186/100170820/449556/541445/494052/570244/751721/503864/30211/100037317/794891/30262/567537/352920/58118/557301/259257/567953/436584",32
"GO:0047617","MF","GO:0047617","acyl-CoA hydrolase activity","4/829","14/17701",0.00327951339548117,0.0467540884073726,0.0422220752940491,"564010/557184/402867/556673",4
