"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0098797","CC","GO:0098797","plasma membrane protein complex","37/703","424/18405",2.74887376122919e-06,0.0001524137127055,0.000133277128747591,"100536533/553300/565771/569528/403310/100333648/407978/100329879/373873/557843/245701/100330886/558708/568508/799747/493613/562796/245700/568170/562853/792928/564371/566868/562059/560875/794222/170581/571208/559447/793996/555284/100006941/559036/565419/562422/100331333/393101",37
"GO:1902495","CC","GO:1902495","transmembrane transporter complex","28/703","277/18405",2.86671559947649e-06,0.0001524137127055,0.000133277128747591,"569528/403310/100333648/436763/768182/556202/557843/570245/799747/562796/566514/553402/562853/564371/566868/562059/560875/794222/170581/571208/559447/793996/555284/100006941/559036/565419/562422/393101",28
"GO:1990351","CC","GO:1990351","transporter complex","28/703","283/18405",4.3408851072675e-06,0.000197820335602619,0.000172982639612915,"569528/403310/100333648/436763/768182/556202/557843/570245/799747/562796/566514/553402/562853/564371/566868/562059/560875/794222/170581/571208/559447/793996/555284/100006941/559036/565419/562422/393101",28
"GO:0034704","CC","GO:0034704","calcium channel complex","10/703","45/18405",5.88641862484429e-06,0.000234720942665666,0.000205250123103123,"569528/403310/768182/570245/562796/562059/560875/794222/170581/562422",10
"GO:0005891","CC","GO:0005891","voltage-gated calcium channel complex","8/703","36/18405",5.09683063689496e-05,0.00180654330352166,0.00157971943716627,"569528/403310/562796/562059/560875/794222/170581/562422",8
"GO:0098794","CC","GO:0098794","postsynapse","23/703","288/18405",0.000725866854473003,0.0204783501428274,0.0179071532349423,"100333648/556202/560561/101884870/569664/100126805/557701/560862/568512/566514/553402/100538116/562531/794222/352938/60658/100151593/555284/100006941/563377/791150/557014/100147967",23
"GO:0008076","CC","GO:0008076","voltage-gated potassium channel complex","8/703","52/18405",0.000740144048141993,0.0204783501428274,0.0179071532349423,"557843/799747/562853/564371/571208/555284/559036/565419",8
"GO:0001518","CC","GO:0001518","voltage-gated sodium channel complex","5/703","20/18405",0.000770345459918271,0.0204783501428274,0.0179071532349423,"566868/560875/559447/793996/393101",5
"GO:0034705","CC","GO:0034705","potassium channel complex","8/703","57/18405",0.00137495103270635,0.0337391830333328,0.0295029978677881,"557843/799747/562853/564371/571208/555284/559036/565419",8
"GO:0034706","CC","GO:0034706","sodium channel complex","5/703","24/18405",0.00186099256149228,0.0406822478712721,0.0355743134330543,"566868/560875/559447/793996/393101",5
"GO:0005604","CC","GO:0005604","basement membrane","7/703","47/18405",0.00191295836385292,0.0406822478712721,0.0355743134330543,"567428/568982/321243/565429/641469/569971/795920",7
"GO:0097060","CC","GO:0097060","synaptic membrane","17/703","207/18405",0.00255416591163882,0.0499167844975246,0.0436493908326811,"568486/100333648/556202/569664/100126805/557701/566514/553402/568618/562531/794222/352938/100151593/555284/100006941/563377/100147967",17
"GO:0044304","CC","GO:0044304","main axon","4/703","16/18405",0.00266014212055774,0.0499167844975246,0.0436493908326811,"103909035/799747/562853/566220",4
"GO:0046873","MF","GO:0046873","metal ion transmembrane transporter activity","46/710","412/17701",3.47203010735348e-10,1.96864107086942e-07,1.73601505367674e-07,"569528/403310/797337/100126126/768182/570745/555472/560561/353363/565629/557843/565315/570245/494490/799747/563228/563356/100334346/562796/568512/562853/558525/407670/564371/566868/795916/260440/562059/560875/794222/561090/170581/571208/559447/560289/793996/567611/555284/572215/559036/565419/556480/100006614/562422/393101/799412",46
"GO:0005216","MF","GO:0005216","monoatomic ion channel activity","47/710","445/17701",1.40913765826432e-09,3.99490526117935e-07,3.5228441456608e-07,"569528/403310/797337/100333648/436763/100126126/768182/556202/353363/567478/565629/557843/570245/100150892/799747/563228/100334346/562796/566514/553402/100538116/562853/407670/564371/566868/553392/795916/562059/560875/794222/100535437/561090/170581/571208/559447/560289/793996/567611/555284/100006941/559036/565419/387298/100006614/562422/393101/799412",47
"GO:0022839","MF","GO:0022839","monoatomic ion gated channel activity","39/710","345/17701",5.54264379938399e-09,7.24338026852202e-07,6.38746055425222e-07,"569528/403310/797337/100333648/556202/353363/567478/557843/570245/100150892/799747/562796/566514/553402/100538116/562853/407670/564371/566868/795916/562059/560875/794222/561090/170581/571208/559447/560289/793996/567611/555284/100006941/559036/565419/387298/100006614/562422/393101/799412",39
"GO:0015267","MF","GO:0015267","channel activity","49/710","498/17701",6.63438505453103e-09,7.24338026852202e-07,6.38746055425222e-07,"569528/403310/797337/100333648/436763/100126126/768182/556202/554272/353363/567478/565629/557843/570245/100150892/799747/563228/445293/100334346/562796/566514/553402/100538116/562853/407670/564371/566868/553392/795916/562059/560875/794222/100535437/561090/170581/571208/559447/560289/793996/567611/555284/100006941/559036/565419/387298/100006614/562422/393101/799412",49
"GO:0022803","MF","GO:0022803","passive transmembrane transporter activity","49/710","498/17701",6.63438505453103e-09,7.24338026852202e-07,6.38746055425222e-07,"569528/403310/797337/100333648/436763/100126126/768182/556202/554272/353363/567478/565629/557843/570245/100150892/799747/563228/445293/100334346/562796/566514/553402/100538116/562853/407670/564371/566868/553392/795916/562059/560875/794222/100535437/561090/170581/571208/559447/560289/793996/567611/555284/100006941/559036/565419/387298/100006614/562422/393101/799412",49
"GO:0022836","MF","GO:0022836","gated channel activity","39/710","349/17701",7.66495266510267e-09,7.24338026852202e-07,6.38746055425222e-07,"569528/403310/797337/100333648/556202/353363/567478/557843/570245/100150892/799747/562796/566514/553402/100538116/562853/407670/564371/566868/795916/562059/560875/794222/561090/170581/571208/559447/560289/793996/567611/555284/100006941/559036/565419/387298/100006614/562422/393101/799412",39
"GO:0005261","MF","GO:0005261","monoatomic cation channel activity","37/710","327/17701",1.33687480923631e-08,1.08286859548141e-06,9.54910578025939e-07,"569528/403310/797337/100126126/768182/353363/565629/557843/570245/799747/563228/100334346/562796/562853/407670/564371/566868/795916/562059/560875/794222/561090/170581/571208/559447/560289/793996/567611/555284/100006941/559036/565419/387298/100006614/562422/393101/799412",37
"GO:0005244","MF","GO:0005244","voltage-gated monoatomic ion channel activity","27/710","199/17701",2.97144796136525e-08,2.10601374261762e-06,1.85715497585328e-06,"569528/403310/797337/100333648/567478/557843/100150892/799747/562796/562853/564371/566868/562059/560875/794222/561090/170581/571208/559447/560289/793996/555284/559036/565419/100006614/562422/393101",27
"GO:0015085","MF","GO:0015085","calcium ion transmembrane transporter activity","21/710","128/17701",3.75773489917516e-08,2.36737298648035e-06,2.08763049954176e-06,"569528/403310/100126126/768182/570745/560561/353363/570245/100334346/562796/568512/558525/795916/260440/562059/560875/794222/170581/567611/562422/799412",21
"GO:0022832","MF","GO:0022832","voltage-gated channel activity","27/710","204/17701",5.03762810775583e-08,2.85633513709755e-06,2.51881405387791e-06,"569528/403310/797337/100333648/567478/557843/100150892/799747/562796/562853/564371/566868/562059/560875/794222/561090/170581/571208/559447/560289/793996/555284/559036/565419/100006614/562422/393101",27
"GO:0019199","MF","GO:0019199","transmembrane receptor protein kinase activity","17/710","91/17701",1.06357617774031e-07,5.48225175253415e-06,4.83443717154687e-06,"100007677/101885162/497629/386966/572411/245701/64270/402973/30256/245700/792928/568668/570240/562822/555655/795902/569836",17
"GO:0004714","MF","GO:0004714","transmembrane receptor protein tyrosine kinase activity","14/710","72/17701",8.47922293404187e-07,4.00643283633479e-05,3.53300955585078e-05,"100007677/101885162/497629/386966/572411/245701/64270/402973/30256/245700/568668/570240/795902/569836",14
"GO:0022843","MF","GO:0022843","voltage-gated monoatomic cation channel activity","20/710","150/17701",2.40527827824848e-06,0.000104907137212838,9.25107030095569e-05,"569528/403310/797337/557843/799747/562796/562853/564371/562059/560875/794222/561090/170581/571208/560289/555284/559036/565419/100006614/562422",20
"GO:0005262","MF","GO:0005262","calcium channel activity","16/710","104/17701",3.74090545957806e-06,0.000151506671112911,0.000133603766413502,"569528/403310/100126126/768182/353363/570245/100334346/562796/795916/562059/560875/794222/170581/567611/562422/799412",16
"GO:0140326","MF","GO:0140326","ATPase-coupled intramembrane lipid transporter activity","7/710","20/17701",7.95707367115112e-06,0.000300777384769512,0.000265235789038371,"368385/767630/568160/566530/100330943/559291/100330945",7
"GO:0008331","MF","GO:0008331","high voltage-gated calcium channel activity","6/710","15/17701",1.49590685213268e-05,0.00053011199072452,0.000467470891291464,"569528/403310/562796/562059/170581/562422",6
"GO:0004713","MF","GO:0004713","protein tyrosine kinase activity","17/710","131/17701",1.94270598087729e-05,0.000647949583033778,0.000571384112022732,"100007677/101885162/497629/386966/572411/557551/245701/569156/64270/402973/30256/245700/572042/568668/570240/795902/569836",17
"GO:0030695","MF","GO:0030695","GTPase regulator activity","34/710","393/17701",2.28068645368654e-05,0.000680604852231721,0.000600180645706985,"566318/563578/100535556/558859/394115/100149630/561879/568424/100535325/562652/561110/799094/100004931/569720/65227/563441/558211/556432/561005/100331732/556150/100536057/567649/324332/566115/558696/553520/101885883/799686/100151026/100002454/100537442/557014/368439",34
"GO:0060589","MF","GO:0060589","nucleoside-triphosphatase regulator activity","34/710","393/17701",2.28068645368654e-05,0.000680604852231721,0.000600180645706985,"566318/563578/100535556/558859/394115/100149630/561879/568424/100535325/562652/561110/799094/100004931/569720/65227/563441/558211/556432/561005/100331732/556150/100536057/567649/324332/566115/558696/553520/101885883/799686/100151026/100002454/100537442/557014/368439",34
"GO:0031267","MF","GO:0031267","small GTPase binding","9/710","45/17701",6.18637655995676e-05,0.00175383775474774,0.00154659413998919,"568424/100536057/573631/566115/100334661/557239/100537719/557014/368439",9
"GO:0140303","MF","GO:0140303","intramembrane lipid transporter activity","7/710","28/17701",9.18143766915435e-05,0.00247898817067168,0.00218605658789389,"368385/767630/568160/566530/100330943/559291/100330945",7
"GO:0051020","MF","GO:0051020","GTPase binding","9/710","50/17701",0.00014624138140982,0.00376903923906219,0.0033236677593141,"568424/100536057/573631/566115/100334661/557239/100537719/557014/368439",9
"GO:0005319","MF","GO:0005319","lipid transporter activity","14/710","119/17701",0.000295571973598132,0.00728649169696266,0.00642547768691592,"568835/568698/100151075/368385/767630/566465/568160/100330435/566530/557483/100330943/559291/100330945/100004342",14
"GO:0016917","MF","GO:0016917","GABA receptor activity","6/710","25/17701",0.000375424848796734,0.00886941205282284,0.00782135101659863,"556202/373873/558708/566514/553402/100538116",6
"GO:0005272","MF","GO:0005272","sodium channel activity","7/710","35/17701",0.000408437782605034,0.00926336890948217,0.00816875565210068,"557843/407670/566868/560875/559447/793996/393101",7
"GO:0005085","MF","GO:0005085","guanyl-nucleotide exchange factor activity","18/710","185/17701",0.000476905867414544,0.0104002164163095,0.00917126668104892,"558859/100149630/562652/65227/563441/558211/556432/100331732/556150/100536057/567649/566115/558696/553520/799686/100151026/557014/368439",18
"GO:0005245","MF","GO:0005245","voltage-gated calcium channel activity","8/710","47/17701",0.000506067794933048,0.010627423693594,0.00937162583209348,"569528/403310/562796/562059/560875/794222/170581/562422",8
"GO:0005248","MF","GO:0005248","voltage-gated sodium channel activity","5/710","18/17701",0.000567272380739966,0.0114872657099843,0.0101298639417851,"566868/560875/559447/793996/393101",5
"GO:0015081","MF","GO:0015081","sodium ion transmembrane transporter activity","14/710","130/17701",0.000729693830592557,0.0136196035933432,0.0120102324456289,"560561/557843/565315/494490/563356/100334346/568512/407670/566868/560875/559447/793996/556480/393101",14
"GO:0017154","MF","GO:0017154","semaphorin receptor activity","5/710","19/17701",0.000744634411628994,0.0136196035933432,0.0120102324456289,"402973/561285/795761/100333657/566546",5
"GO:0061980","MF","GO:0061980","regulatory RNA binding","5/710","19/17701",0.000744634411628994,0.0136196035933432,0.0120102324456289,"557754/553522/570775/568159/570630",5
"GO:0005249","MF","GO:0005249","voltage-gated potassium channel activity","12/710","103/17701",0.000855725576253471,0.0151623875542412,0.0133707121289605,"797337/557843/799747/562853/564371/561090/571208/560289/555284/559036/565419/100006614",12
"GO:0005267","MF","GO:0005267","potassium channel activity","14/710","136/17701",0.00113869069145973,0.0195647764259899,0.0172528892645414,"797337/565629/557843/799747/563228/562853/564371/561090/571208/560289/555284/559036/565419/100006614",14
"GO:0005254","MF","GO:0005254","chloride channel activity","9/710","67/17701",0.00136205625209945,0.0217614703161225,0.0191900090971098,"436763/556202/567478/100150892/566514/553402/100538116/553392/100535437",9
"GO:0035198","MF","GO:0035198","miRNA binding","4/710","13/17701",0.00137320861345239,0.0217614703161225,0.0191900090971098,"557754/570775/568159/570630",4
"GO:0140678","MF","GO:0140678","molecular function inhibitor activity","31/710","433/17701",0.00138168065499191,0.0217614703161225,0.0191900090971098,"558859/553614/100149630/562652/100006972/30449/65227/796547/563441/404210/558211/556432/245701/100331732/562116/100007371/556150/100536057/567649/566115/558696/768128/447893/553520/565774/494158/799686/116992/100151026/557014/368439",31
"GO:0015276","MF","GO:0015276","ligand-gated monoatomic ion channel activity","15/710","156/17701",0.00154373910166664,0.0230342123853943,0.0203123566008768,"100333648/556202/353363/570245/566514/553402/100538116/407670/795916/561090/560289/567611/100006941/387298/799412",15
"GO:0022834","MF","GO:0022834","ligand-gated channel activity","15/710","156/17701",0.00154373910166664,0.0230342123853943,0.0203123566008768,"100333648/556202/353363/570245/566514/553402/100538116/407670/795916/561090/560289/567611/100006941/387298/799412",15
"GO:0015079","MF","GO:0015079","potassium ion transmembrane transporter activity","16/710","176/17701",0.00196305140090639,0.0285397472901006,0.0251673256526461,"797337/565629/557843/799747/563228/100334346/562853/564371/561090/571208/560289/555284/572215/559036/565419/100006614",16
"GO:0005253","MF","GO:0005253","monoatomic anion channel activity","9/710","73/17701",0.0025003496753504,0.035442456648092,0.03125437094188,"436763/556202/567478/100150892/566514/553402/100538116/553392/100535437",9
