"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSDARG00000099104",9601.94190421366,-0.316434310572312,0.115183292158471,-2.74722405170497,0.00601020611828689,0.0988486011329397
"ENSDARG00000102407",185.067912381831,-0.493506241738534,0.158556180884154,-3.11250081193053,0.00185509503620181,0.0515440474712441
"ENSDARG00000102097",104.466666577148,-0.297204337159899,0.248922218071674,-1.19396468287263,0.232491783396064,0.55645433850437
"ENSDARG00000099640",226.152129082323,-0.184227633363747,0.180298960488334,-1.02178976997301,0.306880412223234,0.633642484065639
"ENSDARG00000104071",199.690086542714,-0.165406836431066,0.145183927702666,-1.13929164920939,0.254581530262113,0.581589176301517
"ENSDARG00000102746",449.399734814312,-0.352489758724536,0.150517827558427,-2.34184723791412,0.0191885670730399,0.176005165620964
"ENSDARG00000103929",454.393295790581,-0.0471608832443768,0.117546717205565,-0.401209700836663,0.688265739135222,0.873282046170984
"ENSDARG00000101073",31.340327464628,-0.247631693642549,0.304801419912097,-0.812436155034856,0.416541407295606,0.719608123340351
"ENSDARG00000100223",1331.93080028754,-0.113685989262505,0.0838117471111224,-1.35644456989751,0.17495776045061,0.489724105471629
"ENSDARG00000100782",82.0917373997138,-0.48076988507736,0.191205106839671,-2.51441968796625,0.0119228454814968,0.139518055588246
"ENSDARG00000034862",123.701941268663,-0.0756839885644322,0.207689580990703,-0.364409173553199,0.715552486231102,0.886553004032465
"ENSDARG00000075827",124.218378162857,-0.419806502813347,0.192596865496681,-2.17971617414813,0.0292785068859713,0.213936346938281
"ENSDARG00000088581",1131.92722333403,0.135546245364687,0.108461854342193,1.24971351621045,0.211404218076985,0.533593563008832
"ENSDARG00000076900",45.2977505540731,-0.157995485783695,0.260868508246982,-0.605651816102347,0.54474598645767,0.79878302667848
"ENSDARG00000013802",240.123938180416,-0.0413040979882533,0.129624761974502,-0.318643578272323,0.749996803911099,0.902101464104957
"ENSDARG00000096578",542.274478106565,-0.138728830774539,0.0945520421877616,-1.46722194005129,0.142315690396403,0.450281743181539
"ENSDARG00000109848",1.46597838443655,0.175166671457697,1.44246194444285,0.12143590486566,0.903345779335081,NA
"ENSDARG00000100181",164.54852596522,-0.0273248159526958,0.155957380500656,-0.175206943493007,0.860917028607235,0.950807469264331
"ENSDARG00000029936",137.938057985215,-0.16947990101762,0.143156398586841,-1.18387932841724,0.236460834104195,0.560563491583498
"ENSDARG00000041589",23.1572646293228,-0.546810574541299,0.326021077121025,-1.67722461188702,0.0934985679961175,0.371403209979487
"ENSDARG00000041592",353.166236081498,-0.0181819182908786,0.118559225809738,-0.153357262302443,0.878116545886857,0.957207988023666
"ENSDARG00000075108",77.8607532820518,-0.0492220348078593,0.234596173808754,-0.209816017067635,0.833811271498287,0.939306993750962
"ENSDARG00000016304",220.19817543987,-0.22867817730298,0.124383812311972,-1.83848824901285,0.0659904918472148,0.31788370623145
"ENSDARG00000058803",358.138279064155,0.143388097635286,0.130361267181424,1.09992868844802,0.271363193865102,0.597193932379718
"ENSDARG00000063385",1408.05582731103,0.0838545757265095,0.102982465079349,0.814260715762614,0.415495609512809,0.719507227882907
"ENSDARG00000007804",332.48545473728,-0.125853135439864,0.123481074930896,-1.01920991139975,0.308103322238916,0.635246422029247
"ENSDARG00000068261",242.044327676181,-0.182834751111724,0.13013754178554,-1.40493472216516,0.160040690332555,0.471124381892348
"ENSDARG00000063371",533.392560247226,0.168230830779507,0.0911109693965983,1.84643881953679,0.0648285150305569,0.314109398653902
"ENSDARG00000078751",800.656791608602,-0.0048244571952937,0.11260194233181,-0.0428452395703548,0.965824901117062,0.987816583458164
"ENSDARG00000078878",8.93537546985781,0.730752619996816,0.559439736741487,1.30622222914153,0.191476995493585,NA
"ENSDARG00000016343",149.332541762105,-0.118184985274746,0.141606773750816,-0.834599801579514,0.403943073917178,0.711521976623291
"ENSDARG00000023678",175.126173986865,-0.0642016384590183,0.156822602670138,-0.4093902113974,0.682253321994172,0.871689791069273
"ENSDARG00000011299",514.333543623305,-0.153116602270615,0.096663261199128,-1.58402065449863,0.113189018933331,0.403982728315387
"ENSDARG00000041575",158.771408539717,-0.133830755145328,0.1323006962393,-1.01156501023441,0.311746082786332,0.638073520086004
"ENSDARG00000058962",68.0232750665741,-0.132453185542826,0.299532542717519,-0.44219964996504,0.658344739350494,0.858916309737571
"ENSDARG00000089799",2.4838815511991,1.5341568582223,1.4114185782114,1.08696093554787,0.277054074296139,NA
"ENSDARG00000075325",657.570745431374,-0.354358243866246,0.125425986318667,-2.82523784956282,0.00472455306837932,0.0870399450336334
"ENSDARG00000041570",373.822814195824,-0.272795080157887,0.114906874004594,-2.37405361969015,0.017593995306438,0.169189071902354
"ENSDARG00000113329",47.2947823172377,0.417274636083976,0.25608458128634,1.62944068708847,0.103219761470146,0.387731175753889
"ENSDARG00000058996",49.285399617256,-0.433371365541456,0.241940844336965,-1.79122862338148,0.0732566147148219,0.330980523977199
"ENSDARG00000014313",891.211861852922,-0.38369197087026,0.155760061477685,-2.46335271847096,0.0137644433005094,0.149740225916659
"ENSDARG00000104279",2364.54709786212,0.19873336312407,0.150884610907232,1.31712148726855,0.187797905611672,0.506579368585428
"ENSDARG00000103783",943.582521291789,-0.0593091973823097,0.0791652637333299,-0.749182085492624,0.453747465170758,0.74492693646573
"ENSDARG00000103519",243.062540582377,0.109418750410982,0.143383783199847,0.763118031684763,0.445393007196829,0.739397956448751
"ENSDARG00000100307",141.941482203384,0.351611169340092,0.241291419099239,1.45720544332942,0.145059678490067,0.453282660575055
"ENSDARG00000101089",798.985202122284,-0.147024688572235,0.127425663459846,-1.1538075186759,0.248579090990773,0.575695515963337
"ENSDARG00000115421",177.964643140818,-0.118296263016559,0.126925810618976,-0.932011089310098,0.351330794529036,0.670468890813791
"ENSDARG00000087646",51.6557687255591,0.21047764456427,0.281228290337563,0.748422729134507,0.45420521705115,0.744979923641952
"ENSDARG00000067781",23.5367681862016,-0.42122109580554,0.363701388160325,-1.15815091588229,0.246802454891124,0.574123068223014
"ENSDARG00000099108",58.898155650613,0.042885303179334,0.243489355668052,0.176128040840518,0.860193351862516,0.950617594435471
"ENSDARG00000001870",5262.18728111415,0.114924688057541,0.0621819188317362,1.84820105613863,0.0645732627067821,0.313600631551444
"ENSDARG00000002791",636.33473481204,0.182710948679852,0.106652423689465,1.71314389639978,0.0866860700563758,0.359572669679664
"ENSDARG00000007739",2154.31187906898,0.00809266439760391,0.106673369582608,0.0758639614485688,0.939527328798369,0.979726661330761
"ENSDARG00000039131",1182.13979912118,4.60306719453399e-05,0.101222519652004,0.000454747343808378,0.999637164127815,0.999791191425831
"ENSDARG00000040252",270.796657507628,0.0968725229470847,0.111809004541475,0.866410745219989,0.386264953456926,0.69671521291837
"ENSDARG00000089477",119.323640357854,0.320489333637565,0.172993992373932,1.85260383461651,0.0639391624389416,0.312836007581284
"ENSDARG00000095102",1.5320967254681,1.62599357606375,1.44914139841533,1.12203928328996,0.261845737646271,NA
"ENSDARG00000075505",55.7158197789719,0.585081376642056,0.23643896204195,2.4745556806253,0.0133402024339365,0.147682638997184
"ENSDARG00000018460",1038.76662210104,0.107547742623405,0.0879475114411601,1.22286282876074,0.221381510176803,0.545691411097833
"ENSDARG00000040246",21.2224466603414,0.318972810408084,0.403527126360399,0.790461878697102,0.429258076892449,0.729197428224482
"ENSDARG00000040245",3196.78981770246,-0.0373946945911382,0.0903333334339628,-0.41396340829684,0.67890090516778,0.87057445234186
"ENSDARG00000074381",875.95013735246,0.167234528686756,0.0904281325721669,1.84936395267582,0.0644052768826195,0.313587531459362
"ENSDARG00000095179",11.7384164275793,-0.430754682397945,0.587052158720399,-0.733758791274804,0.463095760019584,0.750034291293018
"ENSDARG00000070581",12.3306267929104,-0.420436169262749,0.477930621353613,-0.879701258881413,0.379021167237485,0.69168203890463
"ENSDARG00000103156",47.474973298796,0.107483067583196,0.273697940195686,0.392706892519355,0.694535979340635,0.876878788901716
"ENSDARG00000103647",97.0029057441895,0.114027587897985,0.216828096267838,0.525889355949203,0.598965084842767,0.829144641679319
"ENSDARG00000098769",456.773859367396,-0.103513572563488,0.0995820792268143,-1.03947992818787,0.298581588254945,0.625476122666943
"ENSDARG00000078308",801.204279733098,-0.198598881777809,0.117140684588929,-1.6953877508462,0.0900018880599581,0.365347721947609
"ENSDARG00000033928",2652.88950432586,0.132928005002655,0.0828798892621003,1.60386320718023,0.108744208419881,0.397517546566611
"ENSDARG00000031164",2763.55609176957,-0.200354089401273,0.0958607873597677,-2.09005261608523,0.0366130734842121,0.240543606457224
"ENSDARG00000037777",236.637121859747,0.274360818744305,0.175821648314821,1.56044958839791,0.118653674144118,0.413927444752492
"ENSDARG00000030350",67.6509910605609,-0.279063478783736,0.242792216929549,-1.14939219350969,0.250394297571292,0.577237854457886
"ENSDARG00000006526",10028.7325115932,0.266825201469401,0.115821117956817,2.30376986663939,0.0212355655024403,0.185103029108783
"ENSDARG00000077688",4.45353706637192,0.370253493612108,0.803644319179837,0.460718112199153,0.645000858677533,NA
"ENSDARG00000096546",1438.17063168079,0.0390148220410357,0.0821723499798567,0.474792579871448,0.634934822321423,0.846159717702235
"ENSDARG00000092671",160.814120574401,-0.0115404349854628,0.179400372678253,-0.0643278205790577,0.94870920170637,0.982409693423459
"ENSDARG00000113935",8.77774372411641,-0.0906955377890006,0.547966273718027,-0.165512992567259,0.868540224278351,NA
"ENSDARG00000063297",165.373201866424,0.148076098398756,0.179300180101494,0.825855826329548,0.408885881302007,0.714799445262873
"ENSDARG00000027078",976.163413840324,-0.0171616681036035,0.0956549476773416,-0.179412236589082,0.85761402386843,0.949432891982411
"ENSDARG00000017537",27.7936911725753,-0.19176475989291,0.327851435490453,-0.584913589309247,0.558605820666163,0.807285384809965
"ENSDARG00000063270",324.656710771875,0.314849986742421,0.153759378440508,2.04767988746939,0.0405913758290502,0.250331633626424
"ENSDARG00000018008",10.6252446907887,-0.03602327893967,0.557697559378031,-0.0645928574258864,0.948498171783547,NA
"ENSDARG00000074031",194.138485627939,-0.173081098387798,0.138738358735089,-1.24753600926103,0.212201025290183,0.534488257611969
"ENSDARG00000043247",253.655024738552,-0.0439251482788633,0.120375924311095,-0.364899779837578,0.715186218659485,0.88638118864283
"ENSDARG00000113848",48.9328642998653,0.70313857860554,0.40192229544717,1.7494390994738,0.0802151472265557,0.346715329720651
"ENSDARG00000063253",136.426280345229,0.146097968873335,0.205234842528126,0.711857533904424,0.476553001112751,0.758472953875652
"ENSDARG00000073857",140.107956678022,0.523582740507441,0.215436314790284,2.43033650578883,0.015084810117309,0.15674692337691
"ENSDARG00000070558",11.9807653125278,-0.54705088345351,0.531298864881787,-1.02964813142454,0.303175212304452,0.629657102457395
"ENSDARG00000025754",388.107040632175,0.00342174952308578,0.0994097560641543,0.0344206610956528,0.972541708060779,0.990497106750394
"ENSDARG00000063207",76.5035966366265,0.627115206643905,0.232570964513839,2.69644668651915,0.00700836153703834,0.107230349778576
"ENSDARG00000090408",23.5401262285784,1.12261632906156,0.418548764517232,2.68216376258194,0.00731476425205075,0.108943835415525
"ENSDARG00000013741",245.907549388536,-0.2013133520649,0.128112138913152,-1.57138389673887,0.116093504153093,0.409100399271294
"ENSDARG00000017441",3586.63151190323,-0.31565644925475,0.153065980649291,-2.06222472110241,0.039186346155701,0.246962677679759
"ENSDARG00000037713",261.606446832472,-0.218840083376417,0.169722007328143,-1.28940310582887,0.197257982234738,0.516491427229653
"ENSDARG00000021688",3.84476561679907,-0.293607407853419,0.821197469458609,-0.357535694851794,0.720690809045262,NA
"ENSDARG00000004953",1.62925134313773,-0.226430043820526,1.26216549750228,-0.179398061719016,0.857625153223593,NA
"ENSDARG00000074050",105.052236439595,-0.0856279699666395,0.199402117375564,-0.429423574301187,0.667615000869958,0.863977454442358
"ENSDARG00000018319",657.747707269438,-0.0337038138409758,0.0840469321881404,-0.401011827124508,0.688411416265046,0.873282046170984
"ENSDARG00000098730",184.35691565615,-0.194830248628096,0.132019459180985,-1.47576917703476,0.140005867909794,0.44705248194981
