"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSDARG00000099104",12409.7100035607,0.102934987867124,0.0615288135470665,1.67295583862322,0.0943359900256158,0.331375377281543
"ENSDARG00000102407",261.215411428021,-0.0864026821899977,0.142654780929143,-0.605676736715287,0.544729434749165,0.797549908100805
"ENSDARG00000102097",170.418813666333,-0.397853750088367,0.16719570615316,-2.37956918417457,0.0173328890072016,0.114746555589387
"ENSDARG00000099319",1.4335981867633,0.0208467789985864,1.58483889107062,0.0131538789942892,0.989505025684664,NA
"ENSDARG00000099640",319.110650576521,-0.302706817664792,0.155209957690553,-1.95030539386081,0.051139730165295,0.231201170388506
"ENSDARG00000104071",254.606760427633,-0.0783919181094543,0.12715954673857,-0.616484724270227,0.537574650796408,0.792894949028728
"ENSDARG00000102746",594.144599395871,0.0273304033234889,0.121034788907224,0.225806179944167,0.821352170311173,0.931003298279713
"ENSDARG00000103929",511.555922703956,0.159769906460405,0.0919918953305363,1.73678241856346,0.0824255835000818,0.306555565861898
"ENSDARG00000101073",37.5764930636325,-0.032203726383252,0.316368913925567,-0.101791689909296,0.91892202187953,0.970878521671936
"ENSDARG00000100223",1482.6105846889,0.091541288837184,0.0698431668614376,1.31066921720193,0.189969542970264,0.486106202916088
"ENSDARG00000100782",96.9161188671967,0.112561469069252,0.192493252941281,0.584755399731275,0.558712197425742,0.805086058552979
"ENSDARG00000034862",166.550118630226,-0.280481484311054,0.151895167803522,-1.84654645942299,0.0648129000244262,0.266879172566908
"ENSDARG00000075827",152.371761022909,0.0803238818534337,0.186722134794573,0.430178682038976,0.667065668009367,0.860192756375791
"ENSDARG00000088581",1240.21408375679,-0.112033082357749,0.0959191017452464,-1.167995532895,0.242808566786435,0.549931620354654
"ENSDARG00000076900",58.4816242357816,-0.0839338778639381,0.25555579152129,-0.328436610120596,0.74258156592517,0.895293743401764
"ENSDARG00000013802",263.149697467261,0.167806785231908,0.124395384232391,1.34897919458505,0.177343648880279,0.467491894502607
"ENSDARG00000096578",601.473504073305,0.0515178985723688,0.0921653119705954,0.558972757438343,0.576180312645792,0.814399473285689
"ENSDARG00000109848",2.56478157012127,-0.218912952578814,1.19797410371343,-0.182735963907932,0.855005195741884,NA
"ENSDARG00000100181",167.557809370937,0.220800469105123,0.149290631375514,1.47899749013546,0.139140985613786,0.41332275258227
"ENSDARG00000029936",171.930922953404,-0.057932506857036,0.158951147793108,-0.364467370392578,0.715509035309277,0.882812453072516
"ENSDARG00000041589",38.3447709659025,-0.555557344174758,0.316700411996877,-1.75420467776416,0.0793954419874057,0.299907959818337
"ENSDARG00000041592",400.391227983395,0.0297816260454877,0.0986740991157738,0.301818068899166,0.762790755854256,0.904743675248109
"ENSDARG00000075108",100.673368494935,-0.494513021717169,0.198638425087132,-2.48951340356355,0.01279180950727,0.0936118250261077
"ENSDARG00000016304",273.30723247892,-0.0261521578334003,0.119986725955356,-0.217958758564099,0.82746124478175,0.9338204334016
"ENSDARG00000058803",433.803107506028,-0.2734531705663,0.107925497023411,-2.5337216701164,0.0112858333527519,0.0851847234221334
"ENSDARG00000063385",1413.37873279979,0.0028193834734577,0.0645999822643514,0.043643719001662,0.965188402155507,0.987968522520339
"ENSDARG00000007804",440.632139849349,-0.28376004801951,0.106918998419153,-2.6539721865621,0.00795503836095897,0.0670351329918199
"ENSDARG00000068261",297.128498156067,0.0347610412296901,0.117471210880782,0.29591115107316,0.767297934916729,0.90676264298969
"ENSDARG00000063371",529.855039747697,0.0448150574598381,0.088831390419105,0.504495733415873,0.613913059630079,0.83519584542175
"ENSDARG00000078751",930.779464671825,-0.264711064905408,0.0736715785227754,-3.59312329412859,0.000326737887515126,0.00641403669923114
"ENSDARG00000078878",5.62299435368745,0.294976851958913,0.791647126605296,0.372611536182565,0.709437585580074,NA
"ENSDARG00000016343",165.929440053274,0.153843446599709,0.158427977682245,0.971062364428264,0.331517223792191,0.637904587048412
"ENSDARG00000023678",194.875310660882,-0.104269751591877,0.14646520364097,-0.711908009546574,0.47652174199839,0.746379167311281
"ENSDARG00000011299",622.587522489703,-0.0131309190408818,0.0831808741714099,-0.157859834627646,0.874567248466298,0.953978256358637
"ENSDARG00000041575",176.666387440523,0.138359166596119,0.147138329894221,0.940333947623206,0.347046291605054,0.649098715864091
"ENSDARG00000058962",85.7997597277806,0.251605616843337,0.224549694701208,1.12048968571581,0.262505145471401,0.571697435957504
"ENSDARG00000089799",1.8847118259011,0.0951563125155287,1.35328398002502,0.0703151104425025,0.94394285588152,NA
"ENSDARG00000075325",822.75678969722,0.111198552658215,0.103146137683545,1.07806802227899,0.281003401011906,0.592056704287071
"ENSDARG00000041570",474.645570885499,0.0264232921947079,0.104117193718481,0.253784137384196,0.799662328867298,0.921410388509762
"ENSDARG00000113329",45.698045177038,-0.0167414481751711,0.267239459897478,-0.0626458689206815,0.950048503007359,0.982713950452226
"ENSDARG00000058996",62.2562324734822,0.255889889439746,0.251843690886512,1.01606630898313,0.309597811338613,0.619077649111395
