"","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","diffexpressed","delabel"
"ENSDARG00000102802","ENSDARG00000102802",207.413969901661,-0.543642490293491,0.139156685728088,-3.90669328928808,9.35677995538994e-05,0.00580986725748565,"brdt","DOWN","brdt"
"ENSDARG00000103840","ENSDARG00000103840",481.324606361207,0.60876832999088,0.0966095053907845,6.30132953821074,2.95103213275496e-10,6.82400740767405e-08,"lrrc8db","UP","lrrc8db"
"ENSDARG00000054058","ENSDARG00000054058",2913.52961193451,1.02745648581056,0.138695325684478,7.40801090981209,1.28207759305349e-13,4.91292133658097e-11,"h1-10","UP","h1-10"
"ENSDARG00000013522","ENSDARG00000013522",2797.63662157711,0.532408049345524,0.0627134924132182,8.48952958699056,2.07475192426398e-17,1.26484421855584e-14,"pck1","UP","pck1"
"ENSDARG00000078619","ENSDARG00000078619",1251.72656169401,-0.609310965689094,0.0707868390457278,-8.60768716195228,7.45493722824711e-18,4.76121990977382e-15,"pnp5a","DOWN","pnp5a"
"ENSDARG00000003203","ENSDARG00000003203",395.459442916016,-2.22109194907814,0.1294570708132,-17.1569767114772,5.57407369523149e-66,3.73797382002224e-62,"rhcga","DOWN","rhcga"
"ENSDARG00000091234","ENSDARG00000091234",101.875423815193,0.927920226134791,0.212821960992168,4.36007741780436,1.30016436859838e-05,0.00105683663706918,"si:ch73-335l21.4","UP","si:ch73-335l21.4"
"ENSDARG00000101135","ENSDARG00000101135",1366.14677012029,1.1757114612481,0.0753989875225014,15.5931995890161,8.09742317193306e-55,2.71506598954915e-51,"si:dkey-85k7.7","UP","si:dkey-85k7.7"
"ENSDARG00000087440","ENSDARG00000087440",212.33407147431,-0.629609108164012,0.150233201169225,-4.1908786024922,2.77876315898044e-05,0.00214188341886469,"ponzr4","DOWN","ponzr4"
"ENSDARG00000012499","ENSDARG00000012499",758.148263741542,-0.502774739680812,0.0769933652170481,-6.53010474686312,6.57237103201034e-11,1.76297280562645e-08,"per1b","DOWN","per1b"
"ENSDARG00000093019","ENSDARG00000093019",182.012678752284,0.825319893297028,0.164523987702608,5.01641070595049,5.26457270779925e-07,6.59892048196294e-05,"si:dkey-83k24.5","UP","si:dkey-83k24.5"
"ENSDARG00000078567","ENSDARG00000078567",367.784016250215,-0.607619400313361,0.101153582180583,-6.00689948111396,1.8910467320553e-09,4.02582837624218e-07,"lonrf1l","DOWN","lonrf1l"
"ENSDARG00000015164","ENSDARG00000015164",1604.0935985897,0.534760559317121,0.0747859384707361,7.15054955854266,8.64311707104528e-13,2.76003538468713e-10,"mknk2b","UP","mknk2b"
"ENSDARG00000042816","ENSDARG00000042816",1273.51721397872,0.65275229507767,0.0892619861747398,7.31276910867565,2.61692470672847e-13,9.49207658830599e-11,"mmp9","UP","mmp9"
"ENSDARG00000099148","ENSDARG00000099148",2515.70777512111,0.504957515445993,0.0653108096856622,7.73160703222528,1.06197333795024e-14,4.59457626083504e-12,"bzw1b","UP","bzw1b"
"ENSDARG00000102207","ENSDARG00000102207",180.779463673071,0.546553902943409,0.152242678475659,3.59001765087045,0.000330655570255495,0.0148319481881829,"zgc:86738","UP","zgc:86738"
"ENSDARG00000103973","ENSDARG00000103973",306.451934919617,-0.619593907172899,0.121811553594976,-5.08649540119199,3.64740560424743e-07,4.7487107554679e-05,"CABZ01051602.1","DOWN","CABZ01051602.1"
