"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSDARG00000099104",9851.21738879717,-0.319083680058921,0.0684360890899683,-4.6625060593314,3.12381886410801e-06,5.50736133339806e-05
"ENSDARG00000102407",178.99990634141,-0.360786723887986,0.147468377793351,-2.44653619499063,0.0144236314203801,0.0558232181948982
"ENSDARG00000102097",129.926631939249,-0.829281264025218,0.196667852192898,-4.21665897490878,2.47948508084483e-05,0.000319814218522938
"ENSDARG00000099640",244.388542007381,-0.341318528397278,0.128907588252916,-2.64777685335027,0.00810229869580983,0.0356504652383315
"ENSDARG00000104071",212.771354928163,-0.265388584148215,0.145134773893561,-1.82856649050106,0.0674645764692477,0.178375371931586
"ENSDARG00000102746",447.976119575283,-0.270472708580465,0.10716942371893,-2.52378616208504,0.0116098526070042,0.0472369628903044
"ENSDARG00000103929",484.261945445002,-0.127334453266298,0.102399496066137,-1.24350663975979,0.213681195736873,0.401991527789975
"ENSDARG00000101073",34.7725316082561,-0.434049563444073,0.330072768500127,-1.31501173337147,0.18850595914645,0.369498709000064
"ENSDARG00000100223",1363.21470679962,-0.0837223314404834,0.0847180203368075,-0.988247023568709,0.323031683546512,0.524026882635742
"ENSDARG00000100782",75.7372008559635,-0.195833918989744,0.226544458160304,-0.864439238902812,0.387346645235152,0.587849028683111
"ENSDARG00000034862",139.710352127041,-0.344056977338242,0.192773975811045,-1.78476879926719,0.074298826177419,0.191375764396382
"ENSDARG00000075827",110.164015971473,0.00780496089030422,0.222996335359911,0.0350003997944952,0.972079422079952,0.986704183923421
"ENSDARG00000088581",1227.02853455082,0.0189002628125306,0.0990569645973902,0.190801958139434,0.848680754497117,0.924199921072578
"ENSDARG00000076900",53.2922993249747,-0.551665741852914,0.298358857491279,-1.84900071843531,0.0644577089785933,0.172637885023088
"ENSDARG00000013802",260.506314803717,-0.191045204491184,0.129832836790447,-1.47147061724867,0.141163888062283,0.302387576891754
"ENSDARG00000096578",540.694798170822,-0.0285799560799566,0.09695240529261,-0.294783362967634,0.76815937642855,0.87703915765447
"ENSDARG00000109848",1.48356916273605,0.267285133698042,1.53047573621082,0.174641862901918,0.861361052210315,NA
"ENSDARG00000100181",161.254287194285,0.174104219050406,0.16057287503271,1.08426917693876,0.278245467538441,0.47536428164523
"ENSDARG00000029936",156.615471037925,-0.445350132172809,0.161624363253609,-2.75546410954145,0.00586089342030706,0.0276314805833228
"ENSDARG00000041589",26.5380482783404,-0.874911420716231,0.367091987894969,-2.38335744055127,0.0171555277205322,0.0637837748247823
"ENSDARG00000041592",373.63183149373,-0.0587849894599283,0.115622987500996,-0.508419568897768,0.61115913203572,0.772985790518345
"ENSDARG00000075108",84.8202782429242,-0.212099890140097,0.216927136406483,-0.977747153508077,0.328199393990821,0.529408503170044
"ENSDARG00000016304",232.950236443759,-0.325702768073859,0.132708230524089,-2.45427707676908,0.0141168161975137,0.0549498220066085
"ENSDARG00000058803",412.207297407333,-0.180715837448688,0.121673021792366,-1.48525806942708,0.13747547468027,0.297493044491364
"ENSDARG00000063385",1331.11730136605,0.435542574780993,0.0709087045347787,6.14230054883279,8.13347743059728e-10,3.63146360445239e-08
"ENSDARG00000007804",363.962958160617,-0.317943104216125,0.115926660010842,-2.74262282883324,0.00609506498238685,0.028517099290002
"ENSDARG00000068261",261.909900352143,-0.348742796344438,0.123945801529336,-2.81367171813314,0.00489792187319954,0.0241098334998906
"ENSDARG00000063371",554.994603667614,0.178525180985491,0.0911366908961284,1.95887275728458,0.0501276901819532,0.143469149907915
"ENSDARG00000078751",833.365673523144,-0.0152983208200093,0.0882221204737935,-0.173406859162422,0.86233163395023,0.931639268082536
"ENSDARG00000078878",9.88280921570892,0.624014501984823,0.606850334981891,1.02828401998566,0.303816245725549,0.503473584889148
"ENSDARG00000016343",147.374700713527,0.0362192929295042,0.166706668343558,0.21726361212415,0.828002913093145,0.913182748502247
"ENSDARG00000023678",176.253262254303,0.0146845520326028,0.162128041098518,0.0905737954588595,0.927831254521977,0.964384340527703
"ENSDARG00000011299",533.071100705913,-0.156461545898179,0.0945741645580858,-1.65437936067712,0.09805045733118,0.234202826652901
"ENSDARG00000041575",159.549749640778,-0.0524064879694407,0.164282754059228,-0.319001761746378,0.749725176844297,0.865347764082586
"ENSDARG00000058962",70.5972303830943,-0.122128829898528,0.228573267385113,-0.534309332389068,0.593127536547519,0.759159898246148
"ENSDARG00000089799",3.01262212921079,1.00815307820499,1.19854139699989,0.841149985080645,0.400263915588685,NA
"ENSDARG00000075325",660.52765372522,-0.24520144437913,0.098919325355143,-2.47880223099785,0.013182437615202,0.0519879093249963
"ENSDARG00000041570",390.424682007643,-0.337231090213148,0.106649992548961,-3.16203575971496,0.00156670323748943,0.00974512439363066
"ENSDARG00000113329",53.3886820221946,0.199649323844192,0.276852558530853,0.721139529660309,0.470823672169488,0.662564623172841
"ENSDARG00000058996",49.3299988317366,-0.386329616773533,0.26274798283049,-1.47034284568712,0.141468922383199,0.302806991698946
"ENSDARG00000014313",1052.12313348723,-0.754077366879081,0.183815204038206,-4.1023666721407,4.08945513117392e-05,0.000491000478663109
"ENSDARG00000104279",2448.6525877745,0.236689236784087,0.065700325490011,3.60255805460314,0.000315100997106122,0.00268735380193571
"ENSDARG00000103783",937.203214097287,0.085833250185718,0.0795235359118479,1.07934398541917,0.280434411550009,0.477836677786813
"ENSDARG00000103519",268.723359121996,-0.095792358655741,0.140281532459885,-0.682857942709844,0.494696611841083,0.682172255603557
