"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0098659","BP","GO:0098659","inorganic cation import across plasma membrane","15/486","95/18057",3.47894662600534e-08,4.78118972803839e-06,4.21742622272191e-06,"569528/403310/560561/555691/567212/567702/562796/568512/562059/170581/555941/572215/557499/559964/797331",15
"GO:0099587","BP","GO:0099587","inorganic ion import across plasma membrane","15/486","95/18057",3.47894662600534e-08,4.78118972803839e-06,4.21742622272191e-06,"569528/403310/560561/555691/567212/567702/562796/568512/562059/170581/555941/572215/557499/559964/797331",15
"GO:0007268","BP","GO:0007268","chemical synaptic transmission","31/486","376/18057",3.59102232792583e-08,4.78118972803839e-06,4.21742622272191e-06,"570493/337236/497638/100334264/550457/569528/572002/100331262/556202/563414/567702/100125749/555195/562796/566514/553402/100538116/567877/565158/569861/562059/352938/555941/570240/572215/110351181/563377/797331/557014/562422/100147967",31
"GO:0098916","BP","GO:0098916","anterograde trans-synaptic signaling","31/486","376/18057",3.59102232792583e-08,4.78118972803839e-06,4.21742622272191e-06,"570493/337236/497638/100334264/550457/569528/572002/100331262/556202/563414/567702/100125749/555195/562796/566514/553402/100538116/567877/565158/569861/562059/352938/555941/570240/572215/110351181/563377/797331/557014/562422/100147967",31
"GO:0006816","BP","GO:0006816","calcium ion transport","20/486","182/18057",1.06186716727639e-07,1.31954693320213e-05,1.16395544932331e-05,"569528/403310/563904/768182/560561/567212/562585/567702/562796/568512/559586/565158/562059/170581/555941/567611/557499/559964/562422/799412",20
"GO:0098739","BP","GO:0098739","import across plasma membrane","15/486","112/18057",3.25407844174751e-07,3.79100138463585e-05,3.34399376711159e-05,"569528/403310/560561/555691/567212/567702/562796/568512/562059/170581/555941/572215/557499/559964/797331",15
"GO:0050808","BP","GO:0050808","synapse organization","17/486","150/18057",6.18128326583069e-07,6.77759529853436e-05,5.97843000695204e-05,"100073332/337236/550457/403310/572002/101175706/566122/565842/100125749/140820/565158/565863/567298/110351181/557014/562422/100147967",17
"GO:0098657","BP","GO:0098657","import into cell","15/486","125/18057",1.36454015081008e-06,0.000141305713394999,0.000124643959974581,"569528/403310/560561/555691/567212/567702/562796/568512/562059/170581/555941/572215/557499/559964/797331",15
"GO:0048015","BP","GO:0048015","phosphatidylinositol-mediated signaling","10/486","55/18057",1.79493998618172e-06,0.000176093059696985,0.000155329432599215,"556956/561737/100000797/245701/245700/791141/568668/570240/245702/793349",10
"GO:0007214","BP","GO:0007214","gamma-aminobutyric acid signaling pathway","6/486","16/18057",2.34662511928923e-06,0.000218705461117756,0.00019291728612262,"556202/558708/560267/553402/100538116/100008568",6
"GO:0048017","BP","GO:0048017","inositol lipid-mediated signaling","10/486","59/18057",3.50171107381411e-06,0.000310818544837596,0.000274169057508654,"556956/561737/100000797/245701/245700/791141/568668/570240/245702/793349",10
"GO:0001508","BP","GO:0001508","action potential","9/486","49/18057",5.42788881876915e-06,0.000459890216281168,0.000405663269613273,"563904/566069/103909035/493613/559447/560289/793996/100333073/393101",9
"GO:0034330","BP","GO:0034330","cell junction organization","22/486","279/18057",7.24383025825297e-06,0.000587065200060154,0.000517842693976711,"561940/100073332/560912/337236/550457/403310/572002/101175706/566122/565842/100330886/100125749/140820/565158/566220/565863/567298/110351181/30223/557014/562422/100147967",22
"GO:0043087","BP","GO:0043087","regulation of GTPase activity","19/486","220/18057",8.38902786955937e-06,0.000651547831202444,0.000574721997028585,"566318/564518/100148873/100330358/65227/561005/100034485/100331732/561285/795761/324332/553520/30223/566546/558635/403040/799483/559170/557014",19
"GO:0042391","BP","GO:0042391","regulation of membrane potential","16/486","167/18057",1.1830673379897e-05,0.00088209500720512,0.000778084708185226,"570493/563904/556202/566069/103909035/563414/493613/566514/553402/100538116/101154640/559447/560289/793996/100333073/393101",16
"GO:0000904","BP","GO:0000904","cell morphogenesis involved in differentiation","31/486","500/18057",1.54596073741905e-05,0.00110833492867273,0.000977648045282815,"30155/550457/561737/386966/556123/553266/100330358/564005/572261/561005/557667/569499/369191/562398/101882184/321243/561285/795761/797545/559096/565863/567298/60658/555590/101883074/566674/569398/30223/566546/558635/557014",31
"GO:0010975","BP","GO:0010975","regulation of neuron projection development","15/486","162/18057",3.3027893296488e-05,0.00221220226445747,0.00195135528409903,"30155/561737/556123/100330358/572261/562398/562946/561285/795761/568668/565863/567298/570240/100331504/566546",15
"GO:0042026","BP","GO:0042026","protein refolding","5/486","15/18057",3.32305061184598e-05,0.00221220226445747,0.00195135528409903,"323922/562935/30671/560210/798846",5
"GO:0061564","BP","GO:0061564","axon development","28/486","452/18057",4.04528062372248e-05,0.00260013899400645,0.00229354930462959,"30155/550457/561737/386966/556123/100330358/564005/572261/557667/569499/369191/562398/562946/101882184/321243/561285/795761/797545/559096/60658/555590/566674/569398/110351181/30223/566546/558635/557014",28
"GO:0031098","BP","GO:0031098","stress-activated protein kinase signaling cascade","8/486","49/18057",4.44348974576789e-05,0.00260410354755181,0.00229704638653486,"560913/100535386/561262/245701/100007304/245702/568412/796370",8
"GO:0051403","BP","GO:0051403","stress-activated MAPK cascade","8/486","49/18057",4.44348974576789e-05,0.00260410354755181,0.00229704638653486,"560913/100535386/561262/245701/100007304/245702/568412/796370",8
"GO:0048812","BP","GO:0048812","neuron projection morphogenesis","29/486","479/18057",4.47056403013186e-05,0.00260410354755181,0.00229704638653486,"30155/550457/561737/100151551/556123/100000797/100330358/564005/572261/557667/569499/369191/562398/101882184/321243/561285/795761/797545/559096/565863/567298/60658/555590/566674/569398/30223/566546/558635/557014",29
"GO:0120039","BP","GO:0120039","plasma membrane bounded cell projection morphogenesis","29/486","481/18057",4.81712711089132e-05,0.00272094694990952,0.00240011245525111,"30155/550457/561737/100151551/556123/100000797/100330358/564005/572261/557667/569499/369191/562398/101882184/321243/561285/795761/797545/559096/565863/567298/60658/555590/566674/569398/30223/566546/558635/557014",29
"GO:0006813","BP","GO:0006813","potassium ion transport","16/486","188/18057",5.11504840306131e-05,0.00280425006567832,0.00247359306674358,"797337/798583/556841/555691/103909035/100004419/101154640/562853/100334453/559096/571208/563670/560289/572215/559036/797331",16
"GO:0048858","BP","GO:0048858","cell projection morphogenesis","29/486","485/18057",5.58405762938626e-05,0.00297390954890742,0.00262324752394025,"30155/550457/561737/100151551/556123/100000797/100330358/564005/572261/557667/569499/369191/562398/101882184/321243/561285/795761/797545/559096/565863/567298/60658/555590/566674/569398/30223/566546/558635/557014",29
"GO:0007264","BP","GO:0007264","small GTPase mediated signal transduction","21/486","300/18057",6.77105262153556e-05,0.00349737067998525,0.00308498588329397,"565844/563241/562652/100330358/65227/555340/561005/100331732/553657/556371/100536057/566115/567298/571549/553520/393772/571688/558635/403040/799483/559170",21
"GO:0032990","BP","GO:0032990","cell part morphogenesis","29/486","491/18057",6.94220574889776e-05,0.00349737067998525,0.00308498588329397,"30155/550457/561737/100151551/556123/100000797/100330358/564005/572261/557667/569499/369191/562398/101882184/321243/561285/795761/797545/559096/565863/567298/60658/555590/566674/569398/30223/566546/558635/557014",29
"GO:0007254","BP","GO:0007254","JNK cascade","7/486","39/18057",7.14220997968887e-05,0.00350344194793159,0.00309034127099003,"100535386/561262/245701/100007304/245702/568412/796370",7
"GO:0046328","BP","GO:0046328","regulation of JNK cascade","6/486","29/18057",0.000103375892075053,0.00494083750840767,0.00435824948505353,"100535386/561262/245701/100007304/245702/796370",6
"GO:0014065","BP","GO:0014065","phosphatidylinositol 3-kinase signaling","7/486","42/18057",0.000116847168592074,0.00535083381077753,0.00471990197223543,"100000797/245701/245700/791141/568668/570240/245702",7
"GO:0019228","BP","GO:0019228","neuronal action potential","5/486","19/18057",0.000117695378885128,0.00535083381077753,0.00471990197223543,"563904/103909035/559447/793996/393101",5
"GO:0048667","BP","GO:0048667","cell morphogenesis involved in neuron differentiation","27/486","460/18057",0.000136114044682051,0.00591135935231201,0.0052143343733405,"30155/550457/561737/556123/100330358/564005/572261/557667/569499/369191/562398/101882184/321243/561285/795761/797545/559096/565863/567298/60658/555590/566674/569398/30223/566546/558635/557014",27
"GO:1902476","BP","GO:1902476","chloride transmembrane transport","7/486","43/18057",0.000136367195359129,0.00591135935231201,0.0052143343733405,"556202/553402/100538116/100534737/553392/572215/797331",7
"GO:0007409","BP","GO:0007409","axonogenesis","25/486","417/18057",0.000172973711501017,0.00732779541449765,0.00646375448240644,"30155/550457/561737/556123/100330358/564005/572261/557667/569499/369191/562398/101882184/321243/561285/795761/797545/559096/60658/555590/566674/569398/30223/566546/558635/557014",25
"GO:0030334","BP","GO:0030334","regulation of cell migration","17/486","232/18057",0.000191034866955816,0.00791308871123645,0.00698003420315752,"570279/570262/572261/566945/562398/30256/555195/101882184/321243/561285/795761/565111/565863/561567/566546/403040/560606",17
"GO:0090130","BP","GO:0090130","tissue migration","9/486","78/18057",0.000241758773643739,0.0097964859580854,0.00864135479248329,"555691/100004929/30256/565429/796404/565111/563892/30223/560606",9
"GO:0009266","BP","GO:0009266","response to temperature stimulus","7/486","48/18057",0.000277503062065949,0.0110056533551261,0.0097079458666744,"323922/30140/553187/565155/100126123/565807/560210",7
"GO:0071805","BP","GO:0071805","potassium ion transmembrane transport","14/486","175/18057",0.000283871535580458,0.0110236779650411,0.00972384514422536,"556841/555691/103909035/100004419/101154640/562853/100334453/559096/571208/563670/560289/572215/559036/797331",14
"GO:0086010","BP","GO:0086010","membrane depolarization during action potential","4/486","13/18057",0.000305454116052862,0.0116197239249497,0.0102496096514408,"563904/559447/793996/393101",4
"GO:0044093","BP","GO:0044093","positive regulation of molecular function","26/486","460/18057",0.000324130622213236,0.0120835895961094,0.0106587796188858,"566318/100536739/386966/100148873/100330358/65227/245701/561005/100331732/554230/30256/245700/324332/568668/100144566/60658/553520/570240/245702/570024/553418/563560/558635/403040/799483/559170",26
"GO:0032872","BP","GO:0032872","regulation of stress-activated MAPK cascade","6/486","36/18057",0.000361424069437949,0.0129556627967757,0.0114280242198801,"100535386/561262/245701/100007304/245702/796370",6
"GO:0070302","BP","GO:0070302","regulation of stress-activated protein kinase signaling cascade","6/486","36/18057",0.000361424069437949,0.0129556627967757,0.0114280242198801,"100535386/561262/245701/100007304/245702/796370",6
"GO:0048589","BP","GO:0048589","developmental growth","23/486","389/18057",0.000378944591945007,0.0132883210473662,0.0117214578021155,"563644/794108/561737/386966/556123/30449/245701/572261/100007877/562398/560785/245700/559593/170581/446213/60658/566674/562822/245702/568230/796720/555655/100334415",23
"GO:0014068","BP","GO:0014068","positive regulation of phosphatidylinositol 3-kinase signaling","5/486","24/18057",0.000384962090427991,0.0132883210473662,0.0117214578021155,"245701/245700/568668/570240/245702",5
"GO:2000145","BP","GO:2000145","regulation of cell motility","17/486","250/18057",0.000457191884520321,0.0154946485953796,0.0136676310740812,"570279/570262/572261/566945/562398/30256/555195/101882184/321243/561285/795761/565111/565863/561567/566546/403040/560606",17
"GO:0014066","BP","GO:0014066","regulation of phosphatidylinositol 3-kinase signaling","5/486","25/18057",0.000470645699199223,0.0156657782733456,0.0138185823712253,"245701/245700/568668/570240/245702",5
"GO:0043085","BP","GO:0043085","positive regulation of catalytic activity","23/486","396/18057",0.000485978402099927,0.0157882162670347,0.0139265833573008,"566318/100536739/386966/100148873/100330358/65227/245701/561005/100331732/554230/30256/245700/324332/568668/100144566/60658/553520/570240/245702/558635/403040/799483/559170",23
"GO:0006820","BP","GO:0006820","monoatomic anion transport","11/486","123/18057",0.000491264240068677,0.0157882162670347,0.0139265833573008,"556202/561618/566514/553402/100538116/100534737/553392/572215/797331/100333073/557642",11
"GO:0031101","BP","GO:0031101","fin regeneration","9/486","86/18057",0.000504493776130896,0.015938583028949,0.0140592199521224,"563644/386966/30449/245701/559593/562822/245702/555655/100334415",9
"GO:0001667","BP","GO:0001667","ameboidal-type cell migration","17/486","253/18057",0.000523775432621457,0.0160827585679807,0.014186395348535,"562018/570279/386966/555691/572261/378958/566945/562398/30256/565429/796404/565111/563892/30223/565032/560606/555362",17
"GO:0035725","BP","GO:0035725","sodium ion transmembrane transport","11/486","124/18057",0.000526313450990784,0.0160827585679807,0.014186395348535,"563904/560561/566069/567212/553256/568512/559447/793996/557499/556480/393101",11
"GO:0048488","BP","GO:0048488","synaptic vesicle endocytosis","6/486","39/18057",0.000565518046783295,0.0165991836138741,0.0146419272672641,"337236/564367/567877/100307098/571626/100147967",6
"GO:0140238","BP","GO:0140238","presynaptic endocytosis","6/486","39/18057",0.000565518046783295,0.0165991836138741,0.0146419272672641,"337236/564367/567877/100307098/571626/100147967",6
"GO:0051896","BP","GO:0051896","regulation of protein kinase B signaling","5/486","26/18057",0.00056992905112014,0.0165991836138741,0.0146419272672641,"245701/245700/568668/570240/245702",5
"GO:0051259","BP","GO:0051259","protein complex oligomerization","10/486","110/18057",0.00077126266085867,0.0220066484336673,0.0194117827272353,"768182/553402/562853/100334453/559096/571208/565807/559036/570024/799412",10
"GO:0098656","BP","GO:0098656","monoatomic anion transmembrane transport","7/486","57/18057",0.000809392353949603,0.0220066484336673,0.0194117827272353,"556202/553402/100538116/100534737/553392/572215/797331",7
"GO:0040012","BP","GO:0040012","regulation of locomotion","17/486","263/18057",0.000809433963928051,0.0220066484336673,0.0194117827272353,"570279/570262/572261/566945/562398/30256/555195/101882184/321243/561285/795761/565111/565863/561567/566546/403040/560606",17
"GO:0043491","BP","GO:0043491","protein kinase B signaling","5/486","28/18057",0.000814623788585322,0.0220066484336673,0.0194117827272353,"245701/245700/568668/570240/245702",5
"GO:0051085","BP","GO:0051085","chaperone cofactor-dependent protein refolding","5/486","28/18057",0.000814623788585322,0.0220066484336673,0.0194117827272353,"562935/30671/569466/560210/798846",5
"GO:0040007","BP","GO:0040007","growth","24/486","438/18057",0.000840273749608244,0.0223752895609967,0.0197369563441816,"563644/794108/561737/386966/556123/30449/245701/572261/100007877/562398/560785/245700/559593/170581/446213/60658/566674/562822/100331504/245702/568230/796720/555655/100334415",24
"GO:0051084","BP","GO:0051084","'de novo' post-translational protein folding","5/486","29/18057",0.000962800433691627,0.0252769015267774,0.0222964310960166,"562935/30671/569466/560210/798846",5
"GO:0098661","BP","GO:0098661","inorganic anion transmembrane transport","7/486","59/18057",0.000997346970760104,0.0258202049096783,0.0227756720515685,"556202/553402/100538116/100534737/553392/572215/797331",7
"GO:0120035","BP","GO:0120035","regulation of plasma membrane bounded cell projection organization","15/486","222/18057",0.00103506870095864,0.0264296994326972,0.0233132993640575,"30155/561737/556123/100330358/572261/562398/562946/561285/795761/568668/565863/567298/570240/100331504/566546",15
"GO:0060627","BP","GO:0060627","regulation of vesicle-mediated transport","12/486","156/18057",0.00107001240368974,0.0269527448713199,0.0237746710464207,"100534954/550457/563904/571925/378958/563414/556132/553657/571897/567877/563377/560887",12
"GO:0006458","BP","GO:0006458","'de novo' protein folding","5/486","30/18057",0.00113009932909596,0.0277844938407879,0.0245083461595385,"562935/30671/569466/560210/798846",5
"GO:0031344","BP","GO:0031344","regulation of cell projection organization","15/486","224/18057",0.00113284416947419,0.0277844938407879,0.0245083461595385,"30155/561737/556123/100330358/572261/562398/562946/561285/795761/568668/565863/567298/570240/100331504/566546",15
"GO:0031346","BP","GO:0031346","positive regulation of cell projection organization","8/486","80/18057",0.00138138922562271,0.0334403833319576,0.0294973338403647,"30155/556123/100330358/561285/795761/568668/570240/566546",8
"GO:0000165","BP","GO:0000165","MAPK cascade","15/486","229/18057",0.00141187506370986,0.0337401938301946,0.0297617928409555,"560913/564518/100151551/386966/100535386/561262/245701/554230/30256/100007304/245700/114436/245702/568412/796370",15
"GO:0051899","BP","GO:0051899","membrane depolarization","4/486","19/18057",0.00145661132606176,0.034368652047837,0.0303161477855892,"563904/559447/793996/393101",4
"GO:0036465","BP","GO:0036465","synaptic vesicle recycling","6/486","47/18057",0.00155273188303002,0.0357320028391106,0.0315187420570876,"337236/564367/567877/100307098/571626/100147967",6
"GO:0046854","BP","GO:0046854","phosphatidylinositol phosphate biosynthetic process","6/486","47/18057",0.00155273188303002,0.0357320028391106,0.0315187420570876,"556956/561737/404211/561353/791141/793349",6
"GO:0050772","BP","GO:0050772","positive regulation of axonogenesis","5/486","33/18057",0.0017615081787394,0.0400420883557347,0.0353206132887156,"556123/100330358/561285/795761/566546",5
"GO:0051336","BP","GO:0051336","regulation of hydrolase activity","22/486","411/18057",0.00182876892009486,0.0410701839404437,0.0362274832363751,"566318/497638/564518/100148873/30449/100330358/65227/570360/561005/100034485/100331732/561285/795761/324332/553520/30223/566546/558635/403040/799483/559170/557014",22
"GO:0017157","BP","GO:0017157","regulation of exocytosis","8/486","84/18057",0.00189271991594226,0.0420003562299567,0.0370479762995213,"550457/563904/571925/563414/553657/571897/567877/563377",8
"GO:0030155","BP","GO:0030155","regulation of cell adhesion","12/486","167/18057",0.00191615563223119,0.0420087232902018,0.0370553567762001,"561940/30155/553266/100004929/101882184/321243/561285/795761/100535694/30223/566546/403040",12
"GO:0010631","BP","GO:0010631","epithelial cell migration","7/486","66/18057",0.00193817070974107,0.0420087232902018,0.0370553567762001,"555691/30256/565429/796404/565111/563892/560606",7
"GO:0046488","BP","GO:0046488","phosphatidylinositol metabolic process","10/486","125/18057",0.00204291536793135,0.0437700488025752,0.0386089994520118,"556956/337236/561737/100136873/555920/404211/561353/791141/100317089/793349",10
"GO:0051130","BP","GO:0051130","positive regulation of cellular component organization","14/486","215/18057",0.00212370698831499,0.0446413427210668,0.0393775566581807,"561940/30155/558427/556123/100330358/791177/100125749/334460/561285/795761/565649/568668/570240/566546",14
"GO:0046058","BP","GO:0046058","cAMP metabolic process","4/486","21/18057",0.00215542963781975,0.0446413427210668,0.0393775566581807,"569499/557026/571011/562619",4
"GO:0060078","BP","GO:0060078","regulation of postsynaptic membrane potential","4/486","21/18057",0.00215542963781975,0.0446413427210668,0.0393775566581807,"570493/556202/553402/100538116",4
"GO:0051347","BP","GO:0051347","positive regulation of transferase activity","10/486","127/18057",0.00229722945679603,0.0462098222790162,0.0407610923875216,"100536739/386966/245701/554230/30256/245700/568668/100144566/570240/245702",10
"GO:0019226","BP","GO:0019226","transmission of nerve impulse","5/486","35/18057",0.00230553297851315,0.0462098222790162,0.0407610923875216,"563904/103909035/559447/793996/393101",5
"GO:0061077","BP","GO:0061077","chaperone-mediated protein folding","5/486","35/18057",0.00230553297851315,0.0462098222790162,0.0407610923875216,"562935/30671/569466/560210/798846",5
"GO:0099003","BP","GO:0099003","vesicle-mediated transport in synapse","9/486","107/18057",0.00239830693078132,0.0470573065155409,0.0415086473781765,"337236/550457/564367/378958/563414/567877/100307098/571626/100147967",9
"GO:0099504","BP","GO:0099504","synaptic vesicle cycle","9/486","107/18057",0.00239830693078132,0.0470573065155409,0.0415086473781765,"337236/550457/564367/378958/563414/567877/100307098/571626/100147967",9
"GO:0006814","BP","GO:0006814","sodium ion transport","12/486","172/18057",0.00245086112636428,0.0470969602014743,0.041543625386663,"563904/560561/566069/567212/553256/563356/568512/559447/793996/557499/556480/393101",12
"GO:0043547","BP","GO:0043547","positive regulation of GTPase activity","12/486","172/18057",0.00245086112636428,0.0470969602014743,0.041543625386663,"566318/100148873/100330358/65227/561005/100331732/324332/553520/558635/403040/799483/559170",12
"GO:0009408","BP","GO:0009408","response to heat","4/486","22/18057",0.00257900507947094,0.0490537292666718,0.0432696663172246,"323922/565155/100126123/560210",4
"GO:0034703","CC","GO:0034703","cation channel complex","25/473","135/18405",7.57336184058566e-15,1.96150071671169e-12,1.5784480467747e-12,"569528/403310/563904/768182/556841/566069/777666/568211/567702/562796/559586/562853/565158/100334453/559096/562059/170581/571208/555941/559447/793996/559036/559964/562422/393101",25
"GO:0034702","CC","GO:0034702","ion channel complex","29/473","223/18405",7.0604094350394e-13,9.14323021837602e-11,7.35768983230422e-11,"570493/569528/403310/563904/768182/556202/556841/566069/777666/568211/567702/562796/559586/566514/553402/562853/565158/100334453/559096/562059/170581/571208/555941/559447/793996/559036/559964/562422/393101",29
"GO:0030424","CC","GO:0030424","axon","27/473","223/18405",2.41773203758509e-11,2.08730865911513e-09,1.67968752084859e-09,"30155/497638/550457/797337/560561/567212/566122/103909035/565842/245701/566766/568512/245700/562853/567877/100334453/568668/559096/566220/570240/559447/566674/793996/245702/557499/557014/393101",27
"GO:1902495","CC","GO:1902495","transmembrane transporter complex","29/473","277/18405",1.54967513402351e-10,1.00341464928023e-08,8.0746230667541e-09,"570493/569528/403310/563904/768182/556202/556841/566069/777666/568211/567702/562796/559586/566514/553402/562853/565158/100334453/559096/562059/170581/571208/555941/559447/793996/559036/559964/562422/393101",29
"GO:1990351","CC","GO:1990351","transporter complex","29/473","283/18405",2.58661336489467e-10,1.33986572301544e-08,1.07820936052451e-08,"570493/569528/403310/563904/768182/556202/556841/566069/777666/568211/567702/562796/559586/566514/553402/562853/565158/100334453/559096/562059/170581/571208/555941/559447/793996/559036/559964/562422/393101",29
"GO:0034704","CC","GO:0034704","calcium channel complex","12/473","45/18405",9.62495954789627e-10,3.58096129745779e-08,2.88165144034401e-08,"569528/403310/563904/768182/567702/562796/565158/562059/170581/555941/559964/562422",12
"GO:0005891","CC","GO:0005891","voltage-gated calcium channel complex","11/473","36/18405",9.67827377691296e-10,3.58096129745779e-08,2.88165144034401e-08,"569528/403310/563904/567702/562796/565158/562059/170581/555941/559964/562422",11
"GO:0098797","CC","GO:0098797","plasma membrane protein complex","35/473","424/18405",1.35479808418019e-09,4.38615879753336e-08,3.52960553510102e-08,"570493/100536533/565771/569528/403310/563904/556841/566069/777666/245701/100330886/558708/560267/567702/493613/562796/393611/245700/562853/565158/792928/100334453/559096/562059/170581/571208/555941/559447/793996/245702/559036/559964/562422/100331333/393101",35
"GO:0043235","CC","GO:0043235","receptor complex","27/473","270/18405",1.85955141796439e-09,5.35137574725308e-08,4.30632959949648e-08,"570493/100536533/386966/556202/493634/245701/558708/560267/554230/30256/566514/553402/100538116/245700/561285/795761/792928/568668/541493/570240/562822/245702/566546/100001424/555655/100331333/568184",27
"GO:0036477","CC","GO:0036477","somatodendritic compartment","26/473","270/18405",8.24014594621375e-09,2.13419780006936e-07,1.71741989194771e-07,"497638/569528/100331262/556202/566122/557701/560862/567702/566766/571897/565155/562796/553402/100538116/562853/100334453/797545/559096/562059/567298/352938/60658/555941/569398/571989/557014",26
"GO:0098794","CC","GO:0098794","postsynapse","25/473","288/18405",1.23258744199017e-07,2.90218315886777e-06,2.33542883745507e-06,"570493/561943/497638/100331262/556202/560561/567212/557701/560862/100125749/571897/568512/566514/553402/100538116/565863/567298/352938/60658/569398/557499/563377/571989/557014/100147967",25
"GO:0043025","CC","GO:0043025","neuronal cell body","12/473","93/18405",4.56318156183111e-06,9.84886687095215e-05,7.92552587054877e-05,"497638/569528/566122/567702/565155/562796/100334453/797545/559096/562059/555941/557014",12
"GO:0044297","CC","GO:0044297","cell body","12/473","97/18405",7.11678970530608e-06,0.000141788348744175,0.000114099138595191,"497638/569528/566122/567702/565155/562796/100334453/797545/559096/562059/555941/557014",12
"GO:0001518","CC","GO:0001518","voltage-gated sodium channel complex","6/473","20/18405",7.96338733345094e-06,0.000147322665668842,0.000118552683610773,"563904/566069/777666/559447/793996/393101",6
"GO:0030425","CC","GO:0030425","dendrite","18/473","218/18405",1.4380531081331e-05,0.000223560112049853,0.000179902061312217,"100331262/556202/557701/560862/566766/571897/553402/100538116/562853/100334453/797545/559096/567298/352938/60658/569398/571989/557014",18
"GO:0097447","CC","GO:0097447","dendritic tree","18/473","218/18405",1.4380531081331e-05,0.000223560112049853,0.000179902061312217,"100331262/556202/557701/560862/566766/571897/553402/100538116/562853/100334453/797545/559096/567298/352938/60658/569398/571989/557014",18
"GO:0032590","CC","GO:0032590","dendrite membrane","6/473","22/18405",1.4673829748446e-05,0.000223560112049853,0.000179902061312217,"556202/553402/100538116/100334453/559096/569398",6
"GO:0034706","CC","GO:0034706","sodium channel complex","6/473","24/18405",2.53392232298651e-05,0.000364603267585282,0.000293401532135281,"563904/566069/777666/559447/793996/393101",6
"GO:0032589","CC","GO:0032589","neuron projection membrane","6/473","25/18405",3.26213791266877e-05,0.00044468090493748,0.000357841167151477,"556202/553402/100538116/100334453/559096/569398",6
"GO:0031252","CC","GO:0031252","cell leading edge","13/473","142/18405",7.74980308143105e-05,0.00100359949904532,0.000807611057959657,"556202/567912/553051/100537031/566003/553402/100538116/100334453/559096/567298/100317089/569398/403040",13
